Body,Sample,Au_ppb,Ag_ppm,As_ppm,Bi_ppm,Cr_ppm,Cu_ppm,Pb_ppm,Zn_ppm,Al_pct,Fe_pct,S_ppm,Sb_ppm,Te_ppm,Ti_pct,Co_ppm,Ni_ppm,Ba_ppm,Cd_ppm,Mg_pct,Mn_pct,Sc_ppm,V_ppm,Ca_pct,K_pct,Na_pct,P_pct,La_ppm,Se_ppm,W_ppm,Zr_ppm,Nb_ppm,Th_ppm,U_ppm,Y_ppm,Hf_ppm,Rb_ppm,Sr_ppm,Mo_ppm,Sn_ppm,Tl_ppm,In_ppm,Re_ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG109/104,153,0.926,704.3,4.4,32,524.57,4.67,22.5,0.68,24.9,86100,0.7,0.65,0.033,4.3,49.2,32,0.27,0.74,0.1264,1.9,12,1.98,0.34,0.011,0.03,2.9,0.3,143.6,8.7,0.74,0.7,0.2,2.1,0.23,15.2,40,0.63,1.1,0.13,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/128,430,1.489,2434.7,11.62,127,326.07,13.18,127.8,2.54,26.73,79000,3.19,1.67,0.125,19.3,63.3,105,0.74,2.25,0.1621,7.5,48,3.48,1.33,0.013,0.024,7.6,0.9,5.5,35.3,2.3,2.4,0.7,4.3,0.86,112.8,69,1.51,4.8,1.52,0.22,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/134,1383,2.242,228.4,10.23,22,690.36,5.59,35.4,0.28,29.83,86500,0.29,0.2,0.012,7.5,64.1,22,0.6,0.97,0.1276,0.7,6,2.64,0.15,0.014,0.028,1.6,1.6,200,4.2,0.47,0.3,0.05,2.6,0.11,11.1,46,0.93,0.6,0.14,0.11,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/135,216,0.98,247.8,4.4,20,596.12,4.51,25.4,0.19,28.36,86400,0.31,0.27,0.007,5.4,55.6,12,0.5,1.12,0.1534,0.8,4,3.05,0.08,0.004,0.037,1.8,1.2,1.9,2.7,0.27,0.2,0.05,2.1,0.07,4.5,54,0.97,0.3,0.06,0.08,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/137,219,1.933,4568.7,8.09,39,365.97,5.81,37.1,0.68,22.68,74600,3.86,3.03,0.027,16.5,50.2,30,0.47,1.28,0.1743,2.2,11,3.2,0.29,0.015,0.035,4.5,0.4,7,9.5,0.7,0.9,0.2,2.7,0.26,15,61,1.03,1,0.16,0.11,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/138,93,2.101,9438.5,10.08,99,357.23,8.1,59.5,2.01,25.14,88900,10.05,5.62,0.092,17.8,58,46,0.59,1.22,0.1549,5.5,32,2.75,0.94,0.034,0.03,9.3,1,8.9,30.9,2.59,2.5,0.6,3.6,0.81,43.7,54,1.6,3.7,0.37,0.21,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/139,296,1.501,331.5,7.15,66,618.88,6.26,51.4,1.24,20.6,62000,0.55,0.14,0.053,6.7,46.7,48,0.48,1.17,0.14,3.9,20,2.92,0.44,0.039,0.024,7.1,0.7,6.3,21.1,1.42,1.8,0.4,3.2,0.58,21.5,53,1.34,1.5,0.21,0.14,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/141,67,1.759,3534.7,9.28,59,568.4,9.38,47,1.36,24.11,85500,3.82,1.93,0.057,11.1,51.2,40,0.47,1.09,0.1475,3.1,21,2.5,0.62,0.018,0.027,4.2,0.6,5.7,20.5,1.5,1.2,0.4,2.8,0.61,32.7,47,1.07,2.7,0.29,0.19,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/142,57,2.034,5357.4,9.73,45,580.62,9.09,48.5,0.94,25.64,92600,5.22,3.15,0.041,13.4,53.7,36,0.52,1.22,0.1672,2.6,17,2.88,0.42,0.01,0.035,3.8,0.8,12.1,13.6,0.98,1.2,0.3,2.5,0.47,23.2,47,0.84,1.7,0.24,0.14,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/143,119,2.098,7653.9,9.81,59,562.59,9.79,54.9,1.2,25.87,90100,5.85,3.58,0.056,14.5,51.2,40,0.49,1.36,0.1879,3.6,22,3.14,0.57,0.015,0.03,3.5,0.9,7.3,19.2,1.39,1.3,0.4,2.9,0.51,31.6,60,0.92,2.1,0.34,0.17,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/144,175,1.474,6880.2,5.96,83,448.72,7.4,66.7,1.99,22.27,80400,6.82,3.17,0.098,16.6,53.3,40,0.58,1.4,0.1759,5.6,33,3.13,0.95,0.026,0.022,10.2,0.7,11.7,35.6,2.32,3.6,0.7,3.7,0.95,48.5,62,0.88,3,0.41,0.22,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/146,339,1.03,10000,6.23,75,486.65,5.42,66.9,1.62,26.45,96600,7.46,3.62,0.076,18.2,57.6,35,0.34,1.13,0.1292,4.1,29,2.26,0.84,0.025,0.023,3.9,1.9,5.2,24,1.5,1.6,0.6,2.6,0.53,49.3,42,0.66,2.3,0.55,0.18,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/147,1387,1.211,2596.8,9.38,41,655.99,5.45,50.2,0.75,26.89,88700,1.22,1.06,0.035,6.7,62.7,28,0.42,1,0.1442,2,14,2.43,0.38,0.01,0.029,4.1,0.9,20.4,10.6,0.89,0.8,0.2,2.5,0.27,32.6,35,0.77,1.3,0.44,0.14,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/148,422,1.223,1215.1,5.99,29,1097.91,5.68,52.8,0.72,29.56,95800,0.6,0.59,0.027,6.7,66.8,37,0.44,1.09,0.1503,2,13,2.51,0.39,0.016,0.031,2.2,1.1,1.4,10.7,0.49,0.5,0.2,3,0.27,30.8,44,0.82,1.1,0.45,0.19,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/149,3273,1.331,3891,10.87,106,361.94,6.34,227,2.31,23.61,60300,1.65,1.07,0.103,14.2,48.1,69,0.4,1.63,0.1696,5.6,40,1.43,1.39,0.071,0.024,7.6,1.2,2.4,32.7,2.55,2.6,0.6,3.5,0.9,132.4,26,2.18,3.2,1.89,0.28,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/104,6623,2.321,660.4,29.33,86,218.13,9.25,75.7,1.83,23.42,83500,2.53,0.91,0.082,14.2,66.7,68,0.76,1.19,0.2288,4.8,30,2.84,0.93,0.073,0.038,7.5,0.3,20.2,26.4,1.84,2.1,0.5,4.2,0.68,56.5,42,0.91,3,0.65,0.22,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/105,3756,1.353,466.7,26.43,34,272.64,8.38,32.9,0.81,23.22,83700,1.55,0.77,0.035,10.6,47.4,30,0.53,1.16,0.2212,2.1,13,3.12,0.36,0.01,0.039,4.6,1,200,10.7,0.87,0.8,0.2,3.1,0.35,23.5,53,0.81,1.5,0.26,0.21,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/136,861,1.368,136.2,11.52,38,837.17,5.54,73.6,0.48,24.28,80200.01,0.98,0.33,0.032,11.7,68.3,17,0.69,1.08,0.1252,1.4,10,2.49,0.24,0.007,0.027,2.2,0.8,0.7,8.4,0.81,0.7,0.2,2.8,0.2,26.6,41,1.15,0.8,0.41,0.11,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/138,417,1.172,282.3,8.08,45,578.77,4.95,63.3,0.73,24.81,83600,1.02,0.73,0.031,8.6,63.1,31,0.65,1.18,0.138,1.7,13,3.02,0.28,0.007,0.032,4.5,0.9,1.3,8.9,0.71,1.2,0.2,3,0.21,18.7,45,0.77,1,0.24,0.13,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/139,356,1.199,370.9,7.34,44,848.19,5.43,61,0.62,22.29,78500,1.22,0.8,0.031,7.9,59.7,29,0.77,1.15,0.1419,1.6,11,2.82,0.26,0.008,0.039,3.2,0.6,2,8.7,0.64,0.8,0.1,2.8,0.22,16.5,45,1.01,0.7,0.22,0.12,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/141,88,1.217,3040.9,7.27,72,713.86,6.23,54.9,1.58,22.21,79000,3.11,2.27,0.068,12.2,53,24,0.53,1.07,0.1639,4,24,4.08,0.66,0.028,0.03,10.3,0.8,5,22.6,1.73,1.5,0.4,5.7,0.58,42.9,41,0.88,1.8,0.56,0.17,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/142,67,0.864,10000,5.51,43,417.1,3.8,25.8,0.89,20.99,89900,14.52,7.89,0.041,12.2,42.2,36,0.2,0.44,0.1154,2.2,15,4.55,0.38,0.014,0.036,10.1,0.8,3.3,12.4,0.84,1.1,0.2,5.2,0.33,20.3,20,0.77,1.4,0.2,0.12,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/144,6023,1.687,5048.3,21.51,33,872.87,5.51,50,0.64,25.37,99700,7.18,3.68,0.03,27.2,84.4,27,0.47,0.89,0.1661,1.7,12,3.45,0.3,0.008,0.03,5,0.7,23.8,8.8,0.66,0.7,0.1,3.3,0.23,19.3,35,0.71,1,0.26,0.13,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/154,1661,1.231,55.5,15.45,45,1210.4,4.22,92.8,0.68,27.87,85100,0.41,0.45,0.038,72.1,450.3,26,0.44,1.29,0.1815,2,11,2.82,0.41,0.004,0.028,1,0.8,0.2,15.5,1.03,1.1,0.3,3,0.4,41.6,46,0.63,1.4,0.69,0.29,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/159,422,1.401,108,16.64,13,1176.68,5.31,56.7,0.05,25.29,82600,0.9,0.69,,40.9,216.6,2,0.56,1.3,0.2145,0.5,2,3.91,0.01,0.003,0.027,3.1,0.7,0.6,1.5,0.09,0.3,0.05,2.9,0.03,1.6,63,0.65,0.2,0.025,0.25,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/161,248,1.393,591.1,15.38,40,1198.84,5.79,57,0.45,24.66,94700,0.35,1.33,0.027,31.7,198.4,20,0.35,0.77,0.1711,1.8,10,5.82,0.17,0.005,0.023,8.5,1.3,1.3,10.4,0.54,0.6,0.2,5.8,0.26,14.8,41,0.76,1.1,0.28,0.27,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/162,104,1.565,9.4,15.21,76,1184.41,7.12,86.3,0.86,27.26,87900,0.07,0.8,0.05,35.9,232.9,28,0.45,1.25,0.182,3,18,3.18,0.42,0.005,0.018,2.8,0.6,0.8,16.4,0.83,1.3,0.3,3.8,0.38,33.5,36,1.08,1.8,0.55,0.28,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/163,142,1.445,20.9,12.35,48,915.12,6.89,74,0.66,24.37,82800,0.17,0.46,0.031,27.7,187.5,36,0.43,1.11,0.1775,1.5,14,3.21,0.29,0.004,0.012,4.1,0.4,0.6,9.6,0.53,0.7,0.2,2.7,0.3,24.4,38,0.98,1.3,0.49,0.3,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/164,89,1.547,1.9,13.65,101,1193.95,8.17,132.7,1.51,27.71,82200,0.06,0.37,0.093,32.5,213.6,15,0.47,1.39,0.1204,3.6,31,1.46,0.86,0.006,0.022,2.1,0.7,0.6,31,1.77,2.3,0.8,2.8,0.94,78.7,25,0.78,2.8,1.42,0.41,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/165,309,1.756,3.3,18.23,25,1258.39,8.72,96.3,0.79,28.65,98400,0.06,1.02,0.019,36.5,223.8,23,0.46,1.28,0.1815,1,12,2.16,0.39,0.003,0.018,1.8,0.5,0.2,9.3,1.19,0.4,0.1,2.2,0.27,35.8,40,1.09,1.4,0.61,0.33,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/166,1114,2.233,1.9,51.57,55,1260.58,9.17,143.8,1.96,31.7,86200,0.18,2.69,0.053,36.5,253.6,30,0.63,1.67,0.1408,2.3,25,1.94,1.05,0.007,0.029,6.3,0.4,0.7,20.6,2.24,2.2,0.4,3.5,0.65,82.6,28,0.66,3.7,1.37,0.53,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/167,307,1.876,0.6,21,51,1288.22,6.73,101,1.08,28.59,78900,0.08,1.18,0.04,32.8,229.5,46,0.58,1.52,0.1983,2.2,17,2.78,0.64,0.005,0.027,2.7,0.5,1,15.9,1.13,0.8,0.2,3.3,0.35,47.3,48,0.82,1.9,0.74,0.39,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/168,379,1.796,0.1,25.21,14,1225.59,6.13,62.1,0.48,28.52,93100.01,0.06,1.71,0.026,34,238.1,29,0.36,1.08,0.1439,1,10,2.21,0.3,0.004,0.02,1.6,0.8,0.3,8.7,0.55,0.4,0.1,2.1,0.27,22.6,39,0.91,1.1,0.36,0.25,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/175,2266,1.52,0.6,63.11,47,1182.53,8.26,112.3,1.64,28.76,77700,0.08,2.46,0.047,33.1,238.8,55,0.31,1.3,0.0772,2.8,20,1.12,0.96,0.019,0.031,3.2,0.9,0.8,21.6,1.47,1.5,0.4,2.6,0.69,65.5,22,0.68,2.4,1.06,0.41,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/176,5019,1.705,4.9,67.52,159,1419.31,9.5,145,1.55,29.32,89399.99,0.2,3.36,0.063,37.3,243.4,16,0.37,1.49,0.1435,3.5,25,2.22,0.61,0.003,0.019,5.4,0.5,0.4,22.4,1.76,1.6,0.4,2.7,0.64,51.5,35,0.67,4.2,0.91,0.49,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/072,137,1.174,539.8,6.5,14,506.57,3.14,16.6,0.09,21.5,72000,1.62,0.8,,16.8,76,4,0.26,1.02,0.1589,0.3,0.5,2.94,0.04,0.001,0.027,1.9,0.15,0.4,1.1,0.14,0.2,0.05,1.8,0.03,2.1,53,2.04,0.6,0.025,0.06,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/075,138,1.767,6389.6,10.76,88,429.04,7.48,73.9,1.74,26.01,91899.99,7.4,4.85,0.071,65.9,103.8,45,0.62,2.17,0.2566,5.3,34,4.67,0.83,0.016,0.014,6.1,1.3,5.1,18.9,1.2,1.4,0.4,3.3,0.39,45.1,89,1.78,2.7,0.47,0.2,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/076,101,1.342,230.9,8.69,41,471.4,6.88,44.6,0.86,22.18,71000,1.05,0.87,0.033,17,62.6,36,0.43,1.81,0.2222,2.5,17,4.21,0.41,0.01,0.018,4,0.15,2.5,9.6,0.58,1,0.2,2.6,0.26,21.3,85,1.51,1.6,0.22,0.18,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/077,216,1.61,198.7,11.62,60,502.16,8.2,41.5,0.92,20.25,65200,0.79,0.98,0.037,14.4,56.3,34,0.38,1.76,0.1959,2.5,19,3.96,0.4,0.015,0.017,3,0.15,2.6,10.8,0.66,0.9,0.3,2.7,0.35,21.3,81,2.53,1.8,0.22,0.14,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/078,711,1.359,188.1,12.32,97,688.98,8.29,96.7,2,26.15,84200,0.79,1.25,0.094,19.8,72,26,0.68,2.08,0.1771,5.7,39,3.61,0.93,0.031,0.026,5.1,0.15,4.2,24.5,1.5,2.4,0.5,3.7,0.61,61.1,73,2.17,3.7,0.71,0.21,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/079,365,1.338,123.6,12.42,64,669.15,8.14,68.4,1.41,24.4,72700,0.32,1.07,0.056,9.9,60.7,43,0.44,2,0.1798,3.4,26,3.58,0.61,0.016,0.022,3.8,0.15,3.4,16.4,0.96,1.5,0.4,3,0.44,40.9,71,1.93,2.7,0.49,0.15,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/081,2148,1.878,76.9,18.67,29,744.96,5.11,20.7,0.35,28.35,85500,0.26,1.47,0.019,8,69.2,14,0.24,0.86,0.1064,1.2,9,2.23,0.17,0.004,0.027,1.7,0.15,1,4.7,0.33,0.4,0.05,1.7,0.14,11.5,39,0.96,1,0.16,0.07,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/082,3149,2.673,398.2,26.17,40,683.1,5.83,32.1,0.49,27.28,93200,0.53,2.23,0.024,15,97.6,13,0.3,1.1,0.1114,1.3,13,2.45,0.22,0.006,0.026,2.2,0.8,1.2,6.2,0.51,0.5,0.2,1.8,0.15,22.9,43,1.09,1,0.31,0.09,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/085,3182,3.329,200.9,25.18,22,969.08,7.74,21.3,0.2,26.93,86700,1.27,0.66,0.01,14.6,65.2,9,0.35,0.89,0.109,0.6,7,2.25,0.06,0.008,0.026,1.4,0.15,0.9,2.7,0.27,0.2,0.05,1.9,0.1,8.5,44,1.68,0.6,0.1,0.2,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/086,3723,4.134,237.8,21.41,22,795.4,6.19,19.9,0.22,29.17,90800,1.11,1.7,0.01,10.4,73.4,3,0.3,0.93,0.1133,0.7,6,2.35,0.07,0.001,0.027,1.5,0.15,0.4,2.6,0.26,0.2,0.05,2,0.06,9.8,44,2.02,0.9,0.14,0.09,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/087,2875,2.482,336.8,19.87,31,1001.34,8.03,37,0.53,27.98,92500,1.47,2.35,0.024,16.9,64.7,7,0.31,1.18,0.1202,1.1,13,2.44,0.13,0.003,0.023,3.4,0.3,3,6.3,0.53,0.5,0.1,2.6,0.19,17.5,44,1.22,0.7,0.31,0.11,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
