Body,Sample,Au_ppb,Ag_ppm,As_ppm,Bi_ppm,Cr_ppm,Cu_ppm,Pb_ppm,Zn_ppm,Al_pct,Fe_pct,S_ppm,Sb_ppm,Te_ppm,Ti_pct,Co_ppm,Ni_ppm,Ba_ppm,Cd_ppm,Mg_pct,Mn_pct,Sc_ppm,V_ppm,Ca_pct,K_pct,Na_pct,P_pct,La_ppm,Se_ppm,W_ppm,Zr_ppm,Nb_ppm,Th_ppm,U_ppm,Y_ppm,Hf_ppm,Rb_ppm,Sr_ppm,Mo_ppm,Sn_ppm,Tl_ppm,In_ppm,Re_ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/088,2870,2.326,387.5,17.35,37,775.26,5.85,32,0.5,27.58,87200,0.77,1.84,0.02,11.5,69.9,13,0.25,1.16,0.1199,1,12,2.49,0.22,0.003,0.019,2.1,0.15,1,5.4,0.52,0.4,0.1,2,0.19,24.7,46,1.94,1.4,0.35,0.12,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/089,3332,2.199,195.7,19.57,55,969.94,5.88,46.2,0.54,27.01,83300,0.78,1.42,0.02,13.5,70.2,12,0.37,1.12,0.0986,1.2,12,2.09,0.23,0.002,0.021,1.9,0.15,0.9,5.8,0.63,0.4,0.1,2,0.18,24.9,41,1.76,1.2,0.4,0.15,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/092,3681,2.574,634.2,20.79,30,809.13,5.56,42.7,0.38,29.22,89799.99,0.88,1.99,0.014,13.7,74,7,0.44,0.88,0.0878,0.8,9,1.83,0.17,0.005,0.027,2.1,1.2,0.4,4.2,0.51,0.4,0.05,2.3,0.07,18.8,38,2.3,1.2,0.28,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/095,1841,1.367,89.5,9.4,27,1066.93,4.36,34.7,0.48,28.94,90200.01,0.38,0.9,0.014,15.8,76.6,20,0.43,0.92,0.1196,0.8,10,2.27,0.21,0.004,0.031,2.1,0.5,1.7,4.1,0.44,0.3,0.05,2,0.14,14.9,37,1.32,1,0.2,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/096,677,1.315,11.6,11.54,67,681.38,5.5,37.8,0.88,21.85,67200,0.19,1.08,0.061,6.5,58.1,10,0.41,0.97,0.1215,2.2,17,2.19,0.07,0.097,0.027,6.6,0.15,1.7,33.1,1.81,2.3,0.5,4.2,0.88,6.2,61,2.61,1.1,0.025,0.11,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/097,218,2.031,149,15.11,50,868.51,6.66,32.5,0.61,22.14,77200,0.58,1.64,0.032,11.6,63.2,9,0.33,1.05,0.1495,1.9,12,2.58,0.08,0.053,0.027,3.4,0.4,2.6,16.2,0.85,1.1,0.3,2.6,0.38,4.6,60,2.5,1,0.05,0.13,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/098,61,1.138,1090.4,5.98,37,720.64,4.83,26.6,0.59,25.55,86300,2.8,2.23,0.029,14.8,67.6,28,0.33,0.94,0.1421,1.6,12,2.46,0.26,0.014,0.028,2.3,0.15,2.9,11.2,0.8,0.7,0.2,2.3,0.36,11.4,44,2.43,1.2,0.11,0.11,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/099,115,0.888,1217.2,5.63,46,787.3,4.08,22.3,0.67,26.1,87400,3.43,2.49,0.03,21.9,72,30,0.27,0.77,0.1206,1.6,14,2.03,0.31,0.01,0.025,2.8,0.15,15.9,9.2,0.69,0.8,0.2,1.8,0.22,14.2,35,2.1,1.4,0.15,0.14,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/115,236,0.806,2.9,4.28,106,627.04,3.27,121.1,1.92,27.25,78400,0.16,0.24,0.098,48.5,304.8,9,0.51,1.36,0.048,5.8,26,1.72,0.09,0.136,0.011,11.4,1.2,1.5,42,1.73,3.5,1.3,5.5,1.31,6,47,2.38,2,0.08,0.36,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/124,605,1.596,2,35.74,53,1121.24,6.74,67.7,0.98,28.29,87600,0.2,2.48,0.043,13.4,123.6,45,0.43,1.11,0.1429,2.5,7,4.31,0.5,0.009,0.028,9.7,0.9,1.4,14.3,1.08,0.9,0.2,5.4,0.38,40,35,2.21,1.9,0.64,0.35,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/126,1298,1.159,1.4,21.63,72,755.85,5.22,83.3,1.43,21.72,67200,0.17,1.69,0.069,6,76.3,59,0.41,1.47,0.1697,3.9,16,3.52,0.78,0.031,0.028,14.5,0.9,0.8,26.2,1.93,2.6,0.5,7.3,0.69,63.3,28,1.89,2.8,0.94,0.55,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/127,1406,2.22,0.6,29.17,64,749.87,7.33,102.3,2.51,21.53,63200,0.27,2.39,0.102,7.1,82,56,0.35,1.11,0.0734,3.7,16,2.21,0.81,0.275,0.041,9.5,0.8,1.9,73,2.69,5.5,1.4,7.2,1.97,57.7,61,1.91,3.3,0.91,0.45,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/128,516,1.697,1.3,27.63,120,694.53,7.27,135.9,2.53,20.11,59700,0.26,2.59,0.122,9,83.8,32,0.58,1.31,0.1084,6.4,32,3.64,1.38,0.082,0.035,8.8,0.6,3.4,46.4,2.95,2.9,0.8,6.3,1.26,97.1,36,2.29,3.9,1.35,0.64,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/129,452,2.308,0.1,28.15,41,894.47,7.48,65.9,0.52,22.9,76800,0.21,3.43,0.029,20.2,129.6,17,0.43,1.16,0.1421,2.2,5,3.13,0.26,0.004,0.026,4.5,5.2,0.3,9.2,0.83,0.8,0.2,4.1,0.17,24.3,34,1.82,1.1,0.37,0.26,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/131,203,1.633,0.1,20.17,49,698.88,6.37,54.9,0.51,24.61,73500,0.17,1.73,0.042,10.9,126.4,19,0.43,1.09,0.1363,2.3,5,2.72,0.24,0.015,0.022,4,0.15,1,12.9,1.11,1,0.2,2.6,0.23,20.7,39,2.03,1.3,0.35,0.19,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/132,459,3.459,1.5,35.47,24,956.35,11.93,44.7,0.45,31.78,95100,0.25,2.41,0.013,13.8,144.7,16,0.43,1.14,0.1907,0.8,0.5,2.64,0.22,0.001,0.024,2.6,0.4,0.3,5.1,0.4,0.5,0.1,2.2,0.18,18.3,43,2.2,1.3,0.34,0.24,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/133,187,2.308,1.7,21.69,37,857.39,10.03,88.1,1.38,27.06,79900,0.23,1.75,0.053,11,115.7,18,0.51,1.03,0.085,2.3,10,2.19,0.78,0.02,0.029,5.6,0.8,0.9,31.1,1.5,1.4,0.3,3.7,0.88,55.1,22,1.56,2.4,0.88,0.39,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/134,373,2.409,0.5,24.7,18,929.53,7.22,54.5,0.24,29.51,90900,0.17,1,0.009,27,152.4,7,0.54,1.5,0.1838,0.5,0.5,3.66,0.12,0.001,0.021,2.2,0.7,0.3,1.7,0.31,0.4,0.05,3.9,0.03,10.6,45,2.14,0.8,0.16,0.28,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/135,1120,1.428,6.8,22.71,141,630.31,7.33,132,2.34,20,55400,0.24,1.07,0.107,16.6,143.5,38,0.38,1.45,0.1475,5.2,29,3.19,0.87,0.265,0.024,12.5,1,25.3,38.3,2.44,4,1.1,6.1,1.04,48.1,61,1.75,3.4,0.77,0.22,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/044,3634,0.99,9008.3,17.41,71,197.95,5.03,94.7,1.59,20.68,71700,9.98,5.22,0.064,15.1,53.5,51,0.32,1.02,0.1543,3.3,22,3.87,0.72,0.009,0.027,4.7,0.3,1.2,21,1.22,1.6,0.5,3.9,0.59,53.4,32,1.48,2.8,0.76,0.23,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/045,4320,1.007,10000,37.81,67,164.43,4.15,75.6,1.47,20.86,74600,11.41,7.34,0.052,11.9,74.7,51,0.32,1.29,0.1933,3.4,23,3.6,0.71,0.017,0.028,3.7,0.5,2.1,15.8,1.14,1,0.3,3.7,0.46,51.7,38,1.94,2.2,0.67,0.21,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/047,3682,1.372,3281.8,24.16,111,298.3,5.91,111.9,2.05,23.24,71300,5.71,2.91,0.103,12.7,65,64,0.47,1.29,0.2294,5,35,4.39,1.1,0.015,0.022,18.1,0.6,4.5,31.7,2.32,3.7,0.6,5.1,0.95,90,34,1.67,4.3,1.23,0.38,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/049,4383,1.811,7438.2,20.18,53,316.15,6.25,60.2,0.89,26.06,87000,10.32,4.9,0.045,17,65.2,23,0.42,1.24,0.1768,2.5,17,2.7,0.46,0.004,0.027,3.5,0.6,0.4,18.8,0.85,1.1,0.3,2.7,0.55,41.1,40,1.68,2,0.62,0.16,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/051,721,0.852,6636.6,7.72,36,450.76,5.14,38,0.38,26.79,93300,7.68,3.24,0.023,10.2,72.5,7,0.41,1.22,0.1483,1.7,10,2.81,0.17,0.003,0.03,1.8,0.4,0.2,6.1,0.52,0.5,0.1,2,0.17,18.6,43,2.48,0.9,0.3,0.1,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/054,3969,1.998,104.7,15.56,65,465.06,7.25,43.8,0.99,30.53,88800,1.22,1.12,0.052,18.3,76.4,18,0.31,1.87,0.182,3.5,27,4.44,0.26,0.006,0.025,9.6,0.7,0.8,11.1,1.02,0.9,0.3,4.7,0.33,30.4,64,2,0.9,0.45,0.16,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG75/137,1834,0.865,24.6,3.83,24,91.03,0.92,61.3,0.22,30.56,11100,0.55,0.12,0.01,1.7,14.2,8,0.3,0.17,0.0767,0.7,5,3.71,0.09,0.038,0.029,2.3,0.15,0.3,2.6,0.35,0.3,0.05,3.4,0.07,15.3,39,1.07,2.4,0.025,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/127,376,1.271,1579.9,8.2,133,280.94,5.85,126.6,1.85,22.43,61400,1.83,2,0.093,15.7,46.6,47,0.38,1.82,0.1362,5,29,2.49,1.18,0.014,0.039,9,0.15,0.9,26.8,2.1,3.2,0.9,3.9,0.82,92.7,46,2.02,3.3,1.33,0.18,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/128,262,1.26,747.1,7.34,80,362.89,5.7,70.9,1.21,23.86,71100,1.69,0.93,0.048,9.3,51.7,39,0.42,1.38,0.1471,3.6,23,2.59,0.73,0.012,0.028,5,1,1.6,15.6,0.99,1.1,0.3,3,0.46,48.9,53,1.82,2.1,0.65,0.24,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/131,951,1.158,1232.9,15.08,119,244.61,6.32,122.6,2.1,23.15,63000,2.3,1.02,0.092,16,46.1,46,0.38,1.8,0.1209,6,37,2.2,1.37,0.033,0.041,5.9,1,7.3,26.3,1.85,1.8,0.6,3.6,0.63,106,40,2.4,3.2,1.42,0.2,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/135,4570,1.639,324.3,24.32,35,550.28,5.21,37.8,0.59,28.41,82700.01,0.75,0.09,0.021,5.7,52.6,18,0.3,0.95,0.1127,1.5,10,2.11,0.28,0.007,0.026,2.4,0.6,77.8,5.8,0.44,0.4,0.05,1.7,0.15,23.5,36,1.06,0.9,0.29,0.07,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/136,343,0.774,2509.9,6.46,73,324.58,4.84,33.4,1.06,28.26,86700,3.98,2.5,0.044,10.2,50.5,48,0.49,1.17,0.1645,3.2,19,2.78,0.54,0.014,0.032,4.1,1.3,6.2,13.7,1.09,1.1,0.3,2.3,0.33,21.5,54,1.25,1.6,0.21,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/137,325,0.836,1687.3,6.36,70,348.27,4.7,38.5,1.1,27.77,84500,3.35,1.56,0.045,8.4,53.3,50,0.56,1.19,0.1683,3.3,19,2.86,0.57,0.015,0.032,3.9,1.4,7,14,0.98,1,0.3,2.4,0.42,22.8,53,1.43,1.7,0.22,0.13,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/138,161,1.599,10000,7.43,82,270.62,6.77,40.5,1.61,25.79,87000,10.99,5.46,0.065,12,48,44,0.51,1.22,0.1854,4.4,25,2.79,0.81,0.045,0.028,9.2,1.4,8,23,1.88,1.8,0.4,2.8,0.69,33.4,54,1.8,2.4,0.32,0.16,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/139,101,1.955,1535,7.79,59,502.31,7.93,33.1,0.95,24.37,77600,3.08,2.23,0.035,12.1,47.6,45,0.66,1.23,0.2045,2.5,17,3.17,0.44,0.014,0.025,3.9,1.2,30.2,12,0.9,1.1,0.2,2.3,0.41,18.2,64,1.38,1.6,0.17,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/142,104,1.797,251.8,7.53,77,555.35,7.96,37.3,1.42,29.02,82700.01,1.61,0.15,0.06,12.1,54.9,41,0.48,0.98,0.1338,3.1,21,2.11,0.66,0.028,0.031,8.2,0.5,200,23.5,1.36,1.8,0.4,4.1,0.82,30.6,41,2.49,2.1,0.26,0.2,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/143,131,1.597,158.2,7.36,33,593.73,7,26.7,0.66,32.06,98300,0.95,0.24,0.025,6.5,62.5,27,0.34,0.8,0.1236,1.2,8,2.13,0.3,0.012,0.033,6.2,0.8,200,18.4,0.99,0.9,0.2,3.4,0.58,14.4,38,1.45,1.1,0.14,0.11,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/144,529,1.736,190.2,9.1,63,650.98,6.6,44.9,1.13,30.94,94200,1.7,0.36,0.048,13.5,61,35,0.42,1.09,0.1633,3,21,2.64,0.56,0.015,0.029,4.7,0.8,88.2,15,0.97,1.1,0.4,2.8,0.49,37.4,50,1.43,1.7,0.44,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/109,4431,1.469,243.8,24.01,83,345.15,5.5,67.7,1.23,24.05,80000,0.62,1.59,0.065,8.5,63.2,53,0.35,1.2,0.0983,2.4,20,1.94,0.75,0.011,0.034,6.4,1,200,17.8,1.45,1.9,0.6,4.1,0.44,58.3,33,1.14,1.9,0.73,0.1,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/112,3591,1.396,130.1,33.57,61,392.92,8.28,73.9,1.09,24.07,81600,1.09,1.07,0.052,13.9,67,33,0.42,1.36,0.1414,3.3,21,2.52,0.61,0.022,0.029,4.1,1.2,5.2,14,1.28,1,0.3,2.9,0.33,46.8,57,1.58,1.9,0.62,0.12,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/115,4455,2.14,151.6,34.13,56,395.37,8.02,91.8,1.04,26.59,74600,0.78,0.59,0.047,7.1,49,17,0.5,1.07,0.0954,2.8,19,2.36,0.59,0.014,0.032,4.3,1.5,0.7,12,1.24,1,0.3,3.6,0.34,71.2,38,0.96,2.4,1,0.15,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/116,816,1.43,1591.4,12.41,66,564.12,9.18,48.5,1.1,27.38,98200,2.12,1.62,0.055,7.7,57.7,45,0.55,1.37,0.1926,3.1,20,3.49,0.55,0.012,0.027,3.1,1.4,63.5,14.5,0.97,1.1,0.3,3.3,0.42,26.1,72,1.26,1.8,0.26,0.17,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/118,679,1.12,991.1,9.65,60,480.13,7.66,42.2,1.16,24.68,90200.01,2.61,1.58,0.053,13,45,49,0.5,1.01,0.2148,3.2,20,5.03,0.55,0.015,0.028,8.8,1.1,12.1,16.3,1.2,1.3,0.3,4.5,0.48,34.6,68,1.12,1.7,0.4,0.2,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/119,1799,1.351,473.5,16.68,30,580.48,6.37,29.7,0.63,27.4,96300,1.74,2.42,0.024,10.3,57.9,29,0.45,0.94,0.1872,1.3,10,2.86,0.32,0.008,0.036,4.2,1.5,200,8.3,0.63,0.5,0.1,3.6,0.26,13.7,53,0.99,1,0.13,0.11,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/124,2053,1.042,198.9,19.9,49,539.3,5.31,58.7,0.88,24.18,78500,0.96,0.69,0.034,15.2,70,34,0.32,1.2,0.1807,1.8,15,3.16,0.35,0.008,0.024,3.7,0.9,3.4,11.7,0.7,1.1,0.3,2.8,0.36,19.5,51,1.31,1.3,0.24,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/088,532,1.031,54.6,10.08,73,901.82,3.27,60.1,0.84,24.44,73500,0.14,0.56,0.044,15.2,61.2,31,0.29,1.22,0.1204,1.9,16,2.62,0.38,0.008,0.029,3.7,1.6,0.5,11,0.99,0.9,0.3,2.8,0.41,30.2,36,1.62,1.1,0.38,0.1,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/091,489,1.223,5.8,9.2,100,653.84,3.18,95.6,1.34,26.65,75300,0.09,0.77,0.067,11.7,61.6,29,0.43,1.63,0.1332,2.7,25,2.91,0.5,0.028,0.024,6.5,2,0.9,18.9,1.04,1.8,0.6,3.8,0.56,38.9,32,1.3,1.9,0.52,0.18,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/092,602,1.184,8.5,13.06,85,433.28,6.01,50,0.89,21.9,75400,0.18,0.51,0.052,7.7,62.4,32,0.38,1.65,0.1862,2.5,16,4.12,0.33,0.083,0.034,7.3,1.5,0.9,18.5,1.38,2.5,0.8,3.8,0.65,19.2,58,1.44,0.8,0.25,0.15,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
