Body,Sample,Au_ppb,Ag_ppm,As_ppm,Bi_ppm,Cr_ppm,Cu_ppm,Pb_ppm,Zn_ppm,Al_pct,Fe_pct,S_ppm,Sb_ppm,Te_ppm,Ti_pct,Co_ppm,Ni_ppm,Ba_ppm,Cd_ppm,Mg_pct,Mn_pct,Sc_ppm,V_ppm,Ca_pct,K_pct,Na_pct,P_pct,La_ppm,Se_ppm,W_ppm,Zr_ppm,Nb_ppm,Th_ppm,U_ppm,Y_ppm,Hf_ppm,Rb_ppm,Sr_ppm,Mo_ppm,Sn_ppm,Tl_ppm,In_ppm,Re_ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/093,949,1.487,15.3,14.14,68,707.64,3.78,56.7,0.94,31.18,85000,0.08,0.28,0.051,11.3,71.6,16,0.4,1.18,0.1097,2.8,18,2.23,0.26,0.044,0.021,4.2,1.4,0.5,15.3,1.16,1.2,0.3,2.5,0.41,20.7,40,1.6,1.2,0.32,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/094,605,1.068,2.4,9.93,39,823.51,2.99,19.8,0.26,26.3,80400,0.14,0.15,0.014,8.8,59.1,5,0.2,0.57,0.1074,1,5,3.77,0.05,0.012,0.035,4.3,1.1,0.3,5.6,0.46,0.5,0.1,2.3,0.15,3.1,32,1.23,0.5,0.06,0.07,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/096,711,1.301,5.1,12.93,81,775.25,4.38,48.4,1.03,21.47,65000,0.15,0.56,0.05,20.8,69,5,0.3,1.2,0.1264,3.1,12,2.8,0.04,0.073,0.033,7.9,1.8,2.1,32,0.83,2.2,0.4,4.1,0.81,3.7,46,2.11,1,0.09,0.1,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/097,550,1.117,15.8,9.04,94,807.79,4.98,56.6,1.29,26.82,73100,0.17,0.7,0.058,12.4,55.8,12,0.28,1.32,0.1493,3.5,17,3.02,0.09,0.047,0.024,7.6,1.7,8.4,30.4,1.2,1.9,0.4,4.2,0.98,4.4,48,1.64,1.2,0.06,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/098,292,0.95,418.5,6.77,98,864.51,4.45,58,1.59,26.67,75000,0.3,0.59,0.049,15.7,59.5,45,0.33,1.52,0.1994,4.5,28,3.56,0.4,0.018,0.028,3.8,2.2,4.5,20.6,1.25,2.1,0.6,3.8,0.58,13.6,46,1.28,1.5,0.09,0.14,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/099,210,0.818,59.5,8.67,88,576.13,6.15,55.7,1.73,20.1,73800,0.61,0.55,0.054,14.7,42.4,34,0.22,0.86,0.1274,4,24,4.68,0.37,0.022,0.022,10.2,0.4,4.5,24.5,1.26,2.2,0.5,4.1,0.6,13.5,36,1.75,1.7,0.29,0.23,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/101,267,0.929,16.6,10.29,153,786.22,6.85,85.4,2.85,26.33,66700,0.32,0.37,0.105,15.4,51.9,45,0.22,1.7,0.154,6.8,39,3.35,0.48,0.04,0.023,13.6,1.7,11.1,39.9,2.29,3.1,0.8,5.2,1,17.9,41,1.55,2.5,0.21,0.23,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/102,251,1.01,165.8,7.02,58,698.82,4.38,57.1,0.88,25.03,69800,0.56,0.43,0.039,14.8,53.6,20,0.46,1.61,0.2241,2.7,17,3.8,0.2,0.02,0.025,4.5,1.7,2.1,12.5,0.78,0.9,0.2,2.9,0.41,10.8,50,1.16,1.1,0.16,0.12,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/103,306,0.951,383.5,8.41,50,897.97,3.84,52,0.66,23.36,68500,1.96,0.68,0.036,18.1,55.5,19,0.5,1.02,0.1492,1.9,12,2.54,0.2,0.022,0.03,3.4,1.7,20.1,11.4,0.63,0.9,0.2,2.6,0.31,9.8,37,1.25,0.8,0.12,0.14,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/104,320,1.026,3753,8.04,27,951.31,3.99,38.2,0.45,28.65,98300,3.69,2.34,0.013,27.8,70,18,0.41,0.68,0.1129,0.7,8,1.91,0.15,0.008,0.028,3.4,0.4,2.6,8.2,0.33,0.4,0.2,2.2,0.24,6.3,28,1.24,0.9,0.1,0.1,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/105,3890,1.98,345.4,29.7,26,1195.42,5.71,37.7,0.31,27.13,86700,0.67,1,0.013,16.6,69.8,17,0.51,0.8,0.1537,0.8,7,2.53,0.16,0.007,0.027,1.9,0.6,1.1,4.2,0.26,0.3,0.05,2.2,0.1,6.9,41,0.87,0.7,0.08,0.2,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/106,2382,1.876,174.2,23.44,38,1094.68,4.72,37.4,0.22,25.58,80100,0.2,1.68,0.013,12.7,69.1,8,0.5,0.79,0.134,0.6,5,2.34,0.07,0.005,0.039,3.3,0.6,16.8,5.6,0.3,0.4,0.05,2.4,0.14,4.6,37,1.63,0.8,0.08,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/117,5477,1.345,1.9,41.43,56,1539.87,4.94,54.6,0.8,28.62,94600,0.12,1.62,0.043,17.3,92.9,24,0.42,1.02,0.1464,2.3,15,2.58,0.22,0.037,0.03,6.1,0.5,0.9,15.9,0.97,1.3,0.3,3.3,0.35,16.3,45,1.35,1.1,0.21,0.19,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/119,3429,1.161,1075.1,24.92,111,1186.98,7.71,99.9,1.76,24.72,77100,1.18,1.5,0.082,26.5,95.7,40,0.39,1.23,0.1192,3.4,32,2.54,0.34,0.102,0.033,8.8,0.3,0.9,29.7,1.74,2.6,0.7,4.9,0.78,19.8,61,1.48,2.2,0.28,0.2,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG90/161,928,1.289,2674.4,10.27,31,639.4,5.36,81.1,0.63,20.1,51000,0.53,1.39,0.026,36.1,130.5,20,0.45,1.36,0.253,1.9,12,7.23,0.33,0.01,0.026,7.3,1.7,147.6,8.2,0.96,0.4,0.1,5.9,0.22,32,51,0.55,1.2,0.48,0.29,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/036,4075,1.245,995.2,29.09,48,153.65,4.87,77.7,1.15,20.02,57600,3.14,1.75,0.045,8.4,29.2,30,0.5,1.37,0.2159,3.1,19,3.42,0.58,0.028,0.023,4.2,1,1.3,16.8,1.3,1.2,0.3,3,0.41,57.1,59,0.61,2,0.87,0.18,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/037,3337,0.916,174.7,23.71,35,179.89,4.75,57.3,0.83,21.1,63000,0.85,0.36,0.035,5.1,63.8,30,0.54,1.16,0.2362,2.7,13,3.67,0.44,0.056,0.029,4.8,0.8,0.6,15.5,0.81,1.3,0.3,3.3,0.52,45.3,59,0.6,1.1,0.63,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/038,1648,0.589,199.1,13.34,28,199.81,4.18,45.8,0.41,23.77,71800,1.5,0.25,0.029,10.7,48.4,17,0.53,1.45,0.3086,2.4,7,4.82,0.27,0.006,0.036,2.4,0.8,1.2,7.5,0.7,0.5,0.05,3.2,0.28,27.6,77,0.51,0.7,0.38,0.12,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/041,4410,1.306,10000,24.11,43,137.33,4.16,54.2,0.59,23.79,83100.01,9.98,3.04,0.027,12.4,37.4,17,0.49,1.26,0.2623,2.4,10,3.81,0.35,0.01,0.035,5.3,1.2,0.6,17.4,0.76,1.2,0.2,3.3,0.52,29.9,65,1.24,0.9,0.55,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/042,1981,0.744,7992.5,13.25,32,185.86,4.03,54.8,0.65,25.2,87200,8.81,3.23,0.03,6.9,43.7,23,0.51,1.16,0.2369,1.6,11,3.39,0.41,0.006,0.027,3,0.7,1.2,11.7,0.75,0.7,0.2,2.4,0.37,44.4,59,1.18,1.3,0.62,0.15,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/043,5867,1.72,10000,33.47,29,119.47,3.98,42.6,0.51,24.08,93000,17.23,8.32,0.024,8.5,34.6,19,0.41,0.85,0.1845,1.2,9,2.57,0.34,0.003,0.021,2.8,0.7,0.4,6.8,0.47,0.8,0.1,2.1,0.21,39,42,0.89,0.9,0.53,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG102/092,9119,0.887,3486.8,25.13,86,135.8,6.18,233.4,2.41,21.77,34200,2.72,0.71,0.109,16.2,92.4,53,0.38,1.36,0.1894,5.7,35,3.72,0.85,0.06,0.027,8.7,0.15,1.5,49.3,3.04,2.6,0.9,8.3,1.36,106.6,29,0.94,3.7,1.55,0.23,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG102/093,9943,1.114,5999.1,31.08,46,175.01,10.91,136.7,2.31,21.3,48700,4.8,1.35,0.08,12.2,69,49,0.15,1.31,0.1216,4.1,26,1.82,0.88,0.054,0.033,6.4,0.5,1.3,35.6,2.65,2.1,0.6,4.5,1,104.4,19,0.64,3.9,1.62,0.21,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG105/124,32100,7,925.9,113.36,20,298.36,4.77,28.6,0.2,24.25,80800,0.78,4.56,0.016,7.1,61,7,0.42,1.17,0.2092,1.1,5,3.62,0.1,0.003,0.04,2.7,1.3,0.2,4,0.35,0.5,0.05,2.6,0.1,10.1,59,0.62,0.3,0.12,0.08,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG105/125,17500,2.966,697.9,61.68,59,259.82,7.3,61.2,0.9,25.22,72900,1.12,1.39,0.061,7.9,50,28,0.46,1.35,0.2078,2.6,19,3.33,0.5,0.004,0.035,5.2,0.6,0.5,18.6,1.25,1.6,0.4,4,0.47,62.8,58,0.53,1.7,0.85,0.15,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG105/127,17000,3.286,1170.8,56.47,42,323.13,5.29,49.1,0.59,28.55,83900,0.76,1.62,0.043,9.4,58.6,24,0.53,1.35,0.2536,2.1,14,4.01,0.35,0.005,0.04,3.9,0.15,0.2,11.8,0.98,0.9,0.3,3.3,0.32,35.1,72,0.56,1.1,0.43,0.14,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG105/128,21500,3.285,109.9,58.75,21,330.36,4.58,49.2,0.45,26.95,81200,0.26,1.31,0.022,4,65.8,10,0.5,1,0.1643,1.2,9,2.74,0.29,0.003,0.033,1.9,0.8,0.2,6.9,0.73,0.7,0.2,2.8,0.21,34.5,56,0.39,1.1,0.47,0.15,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG105/129,15300,2.038,410.4,42.23,49,274.14,6.38,61.6,0.88,28,81899.99,0.81,0.37,0.046,8.4,70.5,29,0.44,0.89,0.1572,2.1,16,2.16,0.54,0.004,0.034,3.3,0.7,0.5,13.8,1.21,1.1,0.4,3.1,0.38,57.2,39,0.53,1.9,0.81,0.17,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG105/132,9518,1.919,4118.4,35.29,62,295.23,5.6,71.4,1.3,26.19,79200,2.38,1.84,0.059,16.5,67,55,0.46,1.06,0.1947,4,24,2.97,0.63,0.023,0.026,6.1,0.9,2.1,18.4,1.29,1.5,0.5,3.3,0.52,40.6,42,0.64,2,0.44,0.19,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG109/096,14200,4.314,516.8,49.66,19,527.6,6.8,42.3,0.38,25.9,84500,0.6,0.86,0.017,3.5,47.3,10,0.55,0.99,0.109,1,6,2.5,0.17,0.014,0.027,2.4,0.6,0.9,4.2,0.43,0.3,0.05,2.5,0.1,23.4,46,0.55,0.8,0.27,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG109/098,5742,2.176,1433,23.01,18,619.8,5.45,24.6,0.4,28.51,92000,0.79,0.85,0.016,3.7,57.7,12,0.45,0.93,0.1264,1.2,8,2.51,0.19,0.007,0.034,2.9,0.6,4.1,6,0.4,0.4,0.05,2.2,0.18,11,42,0.51,0.6,0.13,0.07,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG109/106,15900,6.402,1859.9,48.43,33,617.92,7.15,53.6,0.73,27.48,94100,1.07,1.08,0.032,7.2,68.3,17,0.47,0.88,0.1614,1.7,13,2.65,0.39,0.011,0.026,3.3,0.4,65.7,9.6,0.77,0.7,0.1,2.9,0.29,29.2,42,0.62,1.1,0.4,0.19,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG109/107,13800,2.392,1852.4,39.46,56,615.04,5.78,116.9,1.17,29.72,70800,1.04,1.27,0.059,12.8,59.2,20,0.42,0.87,0.118,2.7,20,2.12,0.68,0.008,0.026,6.1,0.4,1.3,16.8,1.33,1.3,0.4,3.4,0.51,57.6,33,1.13,2.2,0.89,0.22,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG109/108,9201,1.893,1512.4,40.64,52,680.6,7.27,83.7,1.05,26.92,94900,1.05,1.56,0.055,13,83.2,29,0.48,1.16,0.1536,2.8,19,2.53,0.54,0.006,0.025,5.4,0.15,9.9,15.5,0.93,1.1,0.3,3.1,0.43,40.7,43,0.54,1.7,0.57,0.18,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/129,8239,2.663,1232,30.08,21,484.07,8.58,46.1,0.37,25.51,84100,1.43,1.05,0.016,7.5,70.2,14,0.54,1.11,0.1309,1.3,7,2.86,0.23,0.005,0.037,3,0.7,200,4.7,0.56,0.4,0.05,3.6,0.13,25.2,52,0.85,0.8,0.37,0.11,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/151,7939,0.718,1052.6,18.71,68,417.44,4.86,151.6,1.52,26.66,74400,1.62,0.38,0.056,22.8,55.2,34,0.41,1.08,0.1078,3.1,26,1.5,0.97,0.008,0.024,5.9,0.8,0.2,19.4,1.74,1.4,0.4,3,0.51,105.4,30,0.94,2.5,1.67,0.23,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG112/152,8598,1.745,1470.8,36.15,46,711.19,5.54,158.7,0.94,27.2,82600,1.81,1.74,0.037,14.9,57.7,37,0.71,1.21,0.1723,2.3,15,2.75,0.56,0.004,0.031,5,1,0.1,12.2,1.18,0.9,0.2,3.3,0.29,62,49,0.76,1.7,0.98,0.21,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/103,15200,2.98,130,46.58,30,330.13,8.13,80.4,0.58,29.58,83800,1,0.66,0.028,8.2,45.6,11,0.69,1.13,0.1828,1.7,11,2.9,0.28,0.013,0.034,2.6,0.7,3.6,7.8,0.46,0.6,0.1,3.2,0.2,27.3,47,0.74,1.4,0.37,0.14,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/119,17400,1.662,321.8,51.29,29,225.96,5.64,110.2,0.88,25.76,76900,1.33,0.93,0.027,7.3,50.4,21,0.71,1.25,0.2804,1.9,12,3.35,0.36,0.012,0.027,4.5,0.6,0.4,8.8,0.87,0.7,0.2,3.8,0.28,37.3,50,0.41,1.7,0.54,0.42,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/121,6244,0.75,64.7,11.17,10,119.18,2.68,236.3,0.25,28.65,31800,0.45,0.27,0.008,1.2,21.9,6,0.47,1.27,0.1932,0.6,5,2.26,0.08,0.015,0.031,1.2,1.1,0.2,2.5,0.12,0.3,0.1,2.6,0.05,4.3,32,0.24,1,0.025,0.88,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/122,14100,1.27,2840.5,46.41,21,268.58,5.49,89.7,0.7,24.66,81400,5.1,2.33,0.025,11.6,49,15,0.64,1.14,0.2117,1.6,10,2.66,0.35,0.011,0.023,2.1,0.9,0.4,6.6,0.84,0.3,0.1,2.8,0.17,45.1,45,0.62,1.7,0.57,0.48,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/123,8154,0.78,4.8,15.27,10,116.78,5.26,174.9,0.27,22.8,25500,0.58,0.42,0.007,2,19.5,6,1.01,1.93,0.2878,0.4,5,7.49,0.1,0.012,0.025,1.3,0.3,0.3,2.5,0.15,0.2,0.05,4.2,0.1,12,85,0.16,0.6,0.16,0.82,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG115/124,43500,3.197,20.9,91.06,8,383.16,6.49,51.8,0.28,28.49,88900,0.27,1.23,0.007,4.4,100.6,5,0.73,0.92,0.2645,0.4,5,3.9,0.12,0.007,0.025,2.3,0.9,0.2,2,0.44,0.1,0.05,3.2,0.07,13.3,51,0.27,0.7,0.23,0.38,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/131,7462,1.814,87,29.88,42,742.28,4.69,45.5,0.57,24.81,83600,0.43,0.94,0.033,20.7,90.7,16,0.31,1.43,0.1382,1.7,9,3.47,0.28,0.008,0.04,6.5,0.5,0.2,8.4,0.84,0.9,0.2,4.6,0.22,26.3,55,0.64,0.8,0.41,0.14,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/133,15400,1.725,168.3,48.52,47,564.27,6.01,87.6,0.91,25.2,77000,1.74,0.64,0.045,12.3,69.5,18,0.6,1.25,0.1248,2.1,16,2.6,0.45,0.015,0.038,2.9,0.7,0.2,11,0.99,0.8,0.2,3.8,0.28,51.1,48,0.83,1.8,0.79,0.17,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/135,6614,2.676,53.4,23.31,31,631.77,6.4,122.9,0.42,26.25,48800,0.25,0.91,0.022,5.7,51.3,10,0.71,0.93,0.1007,1.2,8,2.08,0.19,0.009,0.033,2.2,0.8,0.9,5.5,0.6,0.4,0.1,3.4,0.15,23.5,34,0.8,1.5,0.34,0.12,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
