Body,Sample,Au_ppb,Ag_ppm,As_ppm,Bi_ppm,Cr_ppm,Cu_ppm,Pb_ppm,Zn_ppm,Al_pct,Fe_pct,S_ppm,Sb_ppm,Te_ppm,Ti_pct,Co_ppm,Ni_ppm,Ba_ppm,Cd_ppm,Mg_pct,Mn_pct,Sc_ppm,V_ppm,Ca_pct,K_pct,Na_pct,P_pct,La_ppm,Se_ppm,W_ppm,Zr_ppm,Nb_ppm,Th_ppm,U_ppm,Y_ppm,Hf_ppm,Rb_ppm,Sr_ppm,Mo_ppm,Sn_ppm,Tl_ppm,In_ppm,Re_ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/145,9900,1.972,247.5,47.57,50,998.57,5.55,83.8,0.93,26.91,91000,1.23,0.67,0.043,23.8,122.4,24,0.34,0.88,0.1216,2.2,16,2.54,0.36,0.014,0.026,5.5,0.8,5.3,13.1,1.01,1.1,0.3,3.1,0.33,26,30,0.72,1.7,0.36,0.14,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG119/155,15600,2.302,13.7,70.95,24,1907.04,5.03,116.5,0.56,23.33,87500,0.16,1.91,0.018,95.4,379,19,0.62,0.95,0.2071,0.9,7,3.96,0.3,0.008,0.025,3.2,0.5,0.2,7.5,0.78,0.5,0.1,3.3,0.18,26.3,45,0.79,1.1,0.45,0.5,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/083,8989,5.648,188.5,47.67,39,847.39,7.66,33.5,0.62,28.23,83100.01,0.7,1.21,0.024,14.2,69.6,13,0.37,1.09,0.1004,1.6,12,2.15,0.24,0.006,0.022,3.1,0.15,8.7,7.7,0.56,0.6,0.2,2.2,0.16,33.1,38,1.36,1.4,0.51,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/084,5466,3.996,40.8,27.48,25,809.73,6.12,16,0.24,29.84,86100,0.32,0.7,0.01,10,76.6,6,0.23,0.67,0.0878,0.5,7,1.83,0.1,0.003,0.029,2.2,0.15,0.5,2.7,0.31,0.2,0.05,1.9,0.05,13.1,30,1.89,0.9,0.19,0.08,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/093,14100,2.487,12.9,51.15,42,883.11,6.93,79.7,0.8,23.87,68700,0.26,1.22,0.026,13.2,73.7,12,0.73,1.17,0.0907,1.8,12,1.72,0.35,0.005,0.022,2.3,0.15,0.5,8,0.78,0.8,0.2,2.6,0.29,44.4,34,1.68,1.8,0.74,0.2,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/094,9853,3.082,37.5,31.03,30,951.38,6.38,43.8,0.35,25.79,76700,0.25,0.89,0.011,10.7,73.1,7,0.45,0.92,0.1034,0.6,7,2.08,0.13,0.004,0.024,1.5,0.15,0.6,3.2,0.42,0.3,0.05,2.3,0.1,16.6,41,1.8,0.9,0.22,0.11,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/101,9040,1.595,123.1,35.43,40,1270.67,5.48,53.2,0.71,27.89,81100,0.76,0.53,0.031,23.3,90.7,24,0.41,0.91,0.1472,1.8,14,2.78,0.41,0.012,0.024,4.5,0.4,9.7,9.9,0.94,1,0.2,2.9,0.25,33.1,36,1.66,1.7,0.48,0.15,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/116,8255,1.73,0.8,38.9,35,899.5,4.16,45,0.52,23.9,76400,0.17,2,0.015,25.4,155.6,10,0.24,1.44,0.1204,1,0.5,2.98,0.2,0.001,0.033,3.8,1.2,0.3,5.8,0.55,1,0.3,3.4,0.18,19,35,1.94,1.1,0.31,0.13,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/117,9299,2.387,2.5,60.47,40,1112.49,4.53,69.5,0.91,23.45,82100,0.29,5.47,0.024,18.9,133,17,0.25,1.4,0.1105,1.4,5,3.4,0.36,0.003,0.025,7.5,0.7,0.5,7.3,0.67,0.7,0.2,3.9,0.2,36.2,27,2.33,1.7,0.55,0.27,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/119,14200,1.206,1.4,77.11,83,778.5,5.63,175.5,1.96,25.51,67000,0.28,3,0.088,12.5,116.7,40,0.52,1.95,0.1189,5.1,25,2.77,0.84,0.01,0.043,3.8,0.7,0.7,22.6,1.77,1.7,0.4,5.1,0.61,73.7,42,2.28,2.3,1.17,0.43,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/121,20800,1.807,0.6,83.52,46,657.45,6.38,171.5,0.62,29.07,56000,0.26,2.3,0.016,8.1,87.8,22,0.72,1.46,0.1407,1.4,2,2.55,0.31,0.018,0.028,1.9,0.7,0.4,5.1,0.5,0.3,0.1,3.1,0.12,37.4,39,1.42,1.5,0.52,0.62,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG40/122,21800,2.518,0.3,102.53,29,1072.38,6.18,66,0.6,30.77,90200.01,0.23,3.83,0.011,16.8,131.7,11,0.54,1,0.102,0.8,0.5,2.11,0.26,0.001,0.022,1.5,0.6,0.2,3.1,0.39,0.2,0.05,2,0.06,30.6,34,2.51,1.3,0.5,0.45,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/034,10600,1.807,873.3,29.22,130,192.41,7.73,115.2,2.02,20.43,43100,1.46,0.9,0.095,18,61.2,19,0.33,1.86,0.114,4.8,34,2.45,0.85,0.015,0.029,8.9,0.5,1,27,2.24,3.2,0.9,5.8,0.79,114.5,37,2.27,3,1.75,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/036,19300,3.205,1517.7,46.8,59,433.05,6.02,59.7,1.07,28.51,86100,1.39,1.42,0.043,10.3,90.9,20,0.43,1.38,0.128,2.4,18,2.35,0.48,0.009,0.026,2.6,0.6,0.3,11.6,1.2,0.9,0.2,3.1,0.35,61.7,39,2.08,1.5,0.96,0.14,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/037,7558,1.099,58,40,69,337.29,8.55,46.2,2.02,24.05,61100,0.95,1.81,0.072,5.8,49.5,47,0.21,1.07,0.1085,3.5,22,1.91,0.99,0.268,0.023,3.7,0.8,8.2,31,1.93,3.1,0.7,3.9,1.12,136.2,34,2.69,2,2.21,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/038,9578,1.89,653.1,43.43,51,389.43,5.21,38.1,0.95,24.71,67800,1.25,2.91,0.04,12.6,47.7,36,0.32,1.42,0.2289,2.3,15,3.78,0.41,0.073,0.034,3.6,0.15,0.5,13.8,1,1,0.2,3.2,0.41,51.4,53,2.11,1,0.77,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/039,15200,2.476,2866.1,49.62,45,370.33,4.24,35.9,1.12,25.72,81100,2.52,2.52,0.046,24.6,72.6,53,0.32,0.81,0.1284,2,18,2.07,0.56,0.009,0.027,2.7,0.4,2.1,16.7,0.96,1.1,0.3,2.5,0.54,34.5,28,1.95,1.5,0.44,0.15,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/041,10500,1.388,100.8,47.08,21,357.52,4.16,29.9,0.32,28.14,80800,2.24,0.65,0.013,10.7,60.2,11,0.4,0.89,0.1969,0.9,7,2.98,0.13,0.003,0.027,2.1,0.6,47.1,3.4,0.33,0.2,0.05,1.9,0.07,8.4,36,1.11,0.6,0.12,0.08,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/042,10800,0.899,69,42.39,62,428.62,5.16,46.9,1.06,30.06,84900,1.26,1.23,0.041,16.2,95.9,32,0.32,1.11,0.1903,2.4,17,3.22,0.39,0.03,0.028,3.6,0.4,1.1,11.9,0.88,1,0.2,2.8,0.33,23.4,38,1.57,1.4,0.29,0.11,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/048,9044,2.049,820.2,43.09,91,459.02,8.73,108.4,1.89,25.45,77800,4.09,2.54,0.086,18.8,106.3,60,0.51,1.46,0.2239,4.8,32,3.31,0.91,0.01,0.027,6.1,0.6,2.1,25.2,1.64,2.1,0.6,3.6,0.64,66.7,37,1.64,3.5,0.88,0.27,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG47/055,7356,2.012,33.5,24.99,50,297.55,6.01,81.7,0.91,22.46,50800,0.86,0.78,0.038,8,42.5,34,0.19,1.61,0.129,2.3,15,3.02,0.33,0.024,0.038,19.9,0.15,0.6,9.6,1.19,0.9,0.2,6.6,0.24,36.5,28,1.42,0.9,0.46,0.18,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG73/091,14800,1.406,1203.6,29.39,58,346.46,4.87,89.9,1.01,24.78,63300,2.48,0.41,0.04,16,50.8,13,0.61,1.41,0.189,2.5,17,3.48,0.5,0.026,0.031,3.6,0.4,0.2,11.9,1,1.2,0.3,4.6,0.32,44.7,57,1.27,1.3,0.71,0.17,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG73/096,19100,1.711,261.7,49.66,54,568.33,5.61,58.7,1.11,29.61,83900,1,0.05,0.041,15.7,63.3,14,0.37,1.44,0.1606,2.3,18,2.59,0.54,0.009,0.032,4.2,0.3,0.2,11.1,1.04,1,0.3,3.8,0.36,54.9,51,0.97,1.5,0.94,0.15,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG73/097,9800,1.161,2350.7,35.31,95,336.87,4.42,82.7,1.71,23.79,70200,4.79,1.08,0.071,20.2,52.4,44,0.33,1.37,0.1714,3.8,28,2.62,0.89,0.021,0.026,4.8,0.3,0.7,21.5,2.01,1.6,0.4,4.1,0.63,63.7,46,1.83,2.6,1.08,0.14,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG73/098,14100,1.2,91.5,47.78,57,513.29,5.04,45.2,0.99,26.12,73100,0.46,0.65,0.038,7.9,58.5,35,0.3,1.3,0.1455,2.3,19,3.03,0.41,0.006,0.029,3.2,1.1,0.4,13.1,1,0.9,0.2,3.5,0.39,31.1,54,2.27,2.1,0.6,0.1,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG73/099,16100,1.83,1827.9,51.52,42,468.52,5.47,46.3,0.68,26.99,81899.99,3.99,0.83,0.026,16.7,61.6,19,0.31,1.1,0.1944,1.7,12,3.17,0.3,0.015,0.032,5.4,1.2,0.4,9.4,0.89,0.7,0.2,4.2,0.31,28.5,54,1.81,1.4,0.48,0.12,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG73/101,17000,1.542,239.7,45.48,53,505.97,5.57,65.3,1.12,29.38,75400,1.46,0.28,0.041,13,63.2,36,0.28,1.02,0.1509,2.4,18,2.52,0.51,0.036,0.032,7.5,0.4,0.7,12.5,1.23,1,0.3,5.5,0.46,56.6,36,2.03,2.8,0.85,0.28,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG75/136,8960,1.599,3198.4,23.39,53,533.28,9.99,27.9,0.81,20.24,76900,2.35,0.66,0.035,11.8,53.1,23,0.16,0.57,0.1709,2.1,17,7.49,0.28,0.096,0.049,7.2,0.5,0.8,10.2,0.9,0.8,0.2,6.9,0.29,43.2,79,1.1,2.7,0.42,0.23,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG75/141,16500,1.835,388.8,56.71,56,777.14,9.1,111.9,1.09,25.55,88000,1.08,0.44,0.043,11.6,59.3,13,0.39,0.72,0.125,2.6,25,4.66,0.19,0.025,0.033,4,0.3,0.3,15.7,1.23,1.2,0.3,5.1,0.39,23.3,72,1.13,2.7,0.6,0.25,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG75/142,10300,1.447,215.6,34.49,52,407.61,6.08,230.3,0.97,25.35,43200,0.67,0.86,0.039,5.8,40.6,12,1.21,0.55,0.1463,2,23,6.99,0.17,0.034,0.028,6.8,0.15,0.4,12.3,1.15,1,0.3,5.3,0.31,23.4,75,0.99,3,0.45,0.33,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG75/143,7940,1.042,72,38.86,68,689.38,5.9,124.2,1.24,24.83,62300,0.24,0.22,0.056,6.6,69.5,13,0.52,0.74,0.107,3,27,4.34,0.23,0.006,0.039,7.1,0.4,0.4,18.3,1.64,1.4,0.4,4.7,0.5,27.8,29,0.89,2.5,0.48,0.22,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/132,7609,1.113,277,32.11,38,429.79,4.31,38.7,0.3,25.05,75800,0.62,0.23,0.015,4.1,47.9,10,0.43,0.97,0.1124,1,7,2.35,0.18,0.01,0.027,1.9,1.3,0.2,4.2,0.34,0.3,0.05,2.3,0.07,16.5,44,1.1,0.3,0.17,0.07,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/134,15100,1.254,308.7,49.88,37,374,4.19,104.7,0.38,28.61,59000,0.76,0.33,0.015,3.3,41.6,12,0.42,0.95,0.0954,1.2,8,1.18,0.24,0.01,0.031,2.8,0.5,0.6,4,0.42,0.2,0.05,2.6,0.15,25.6,25,1.13,1,0.39,0.14,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/145,9576,2.754,268.8,46.24,56,788.78,8.26,59.2,1.07,31.22,88800,1.31,1.15,0.053,16.5,60.6,25,0.59,1.17,0.1935,2.8,20,2.94,0.59,0.015,0.019,7.4,0.5,179,15.6,1.22,1.1,0.3,3.6,0.45,39.8,43,1.54,1.6,0.49,0.19,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG84/147,9962,2.378,2008.2,51.09,70,606.63,6.15,128.5,1.17,28.5,87500,1.56,2.44,0.054,16.6,88.6,23,0.58,0.94,0.1471,2.7,19,2.26,0.67,0.008,0.027,6.4,0.7,4.1,18.9,1.31,1.6,0.4,3.2,0.58,69.8,33,1.54,2.2,1.1,0.21,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/113,15500,2.399,135.6,58.57,76,379.73,6.48,117.2,1.5,25.83,79800,1,2.13,0.073,9.6,59.4,21,0.34,1.51,0.0852,4.6,27,1.68,0.88,0.008,0.032,5.6,1.6,0.6,17.9,1.63,1.5,0.4,4.3,0.44,95.9,33,1.38,2.9,1.31,0.16,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/122,14600,1.995,67.3,53.5,22,609.95,6.25,55.5,0.3,33.11,97400,0.37,0.91,0.009,6.8,91.9,10,0.7,0.69,0.19,0.6,6,3.29,0.14,0.006,0.025,2.1,1.4,72.6,2.9,0.48,0.2,0.05,2.9,0.05,14.5,46,0.91,1.1,0.22,0.21,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG86/123,10000,1.385,112.5,74.18,54,866.84,6.67,52.8,0.94,30.29,96800,0.87,2.03,0.05,14,86.5,26,0.52,1.07,0.1638,2.7,16,2.51,0.48,0.01,0.025,3.5,1.5,25.1,14,1.21,1.2,0.4,2.7,0.42,32.5,45,1.07,1.5,0.38,0.24,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/107,4419,1.786,50.5,39.38,28,1158.15,5.55,34.4,0.21,28.32,85200.01,0.19,0.86,0.011,12.5,80.1,8,0.52,0.77,0.1436,0.6,4,2.42,0.08,0.005,0.034,4,0.4,0.3,3.7,0.3,0.4,0.05,2.2,0.12,6,36,1.2,0.6,0.13,0.17,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/112,6100,1.91,135.7,39.43,36,1188.6,6.49,53.5,0.3,29.18,87100,0.2,1,0.031,16,75.8,10,0.65,1.15,0.2125,1,8,3.5,0.1,0.011,0.042,4.3,0.4,0.8,7.9,0.83,0.6,0.1,3.5,0.24,8.9,56,0.97,0.7,0.13,0.22,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/113,26800,2.257,8.9,125.49,41,763.4,5.67,85.7,0.87,31.69,95600.01,0.19,2.52,0.034,17.1,91.7,42,0.76,0.95,0.1367,1.9,11,2.3,0.29,0.016,0.018,5.1,0.8,1.9,12.6,0.72,0.8,0.2,2.6,0.34,14.2,35,1.12,1.1,0.17,0.18,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/114,11500,1.834,7.9,62.56,29,1390.21,4.82,56.1,0.37,26.41,78900,0.12,1.13,0.009,14.5,74.4,19,0.5,1,0.1696,1,6,3.09,0.09,0.009,0.031,2.9,0.15,0.9,3.4,0.21,0.3,0.05,2.3,0.08,5.5,49,1.19,0.4,0.08,0.16,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/115,13000,2.067,1.1,57.51,25,904.52,5,35.3,0.34,28.23,90700,0.13,1.26,0.011,14.7,83.9,33,0.32,0.8,0.1308,0.8,7,2.54,0.14,0.007,0.028,2.1,1,0.6,3.5,0.41,0.2,0.05,1.9,0.08,7.4,40,1.11,0.6,0.1,0.12,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/116,8766,1.543,1.8,44.66,45,1458.28,5.86,68.9,0.92,27.1,91800,0.1,1.36,0.037,15.3,78.5,59,0.54,0.82,0.1349,1.9,13,2.27,0.42,0.014,0.162,4.5,0.8,1.7,18.1,1.03,1,0.3,2.7,0.49,22.8,36,1.26,1.2,0.27,0.21,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG88/118,13800,2.441,1833.4,53.69,59,1210.96,5.34,65.8,0.9,29.5,89200,1.39,1.79,0.045,28.8,99,27,0.45,0.82,0.117,1.8,16,1.97,0.48,0.008,0.026,5.4,0.9,33.4,16,1.11,1.2,0.3,3.1,0.44,37.6,34,1.08,1.5,0.54,0.2,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/031,9144,0.877,207.5,34.84,65,190.95,3.75,61.8,0.86,22.52,63500,1.93,0.79,0.042,8.6,52.3,12,0.34,1.11,0.1481,1.9,11,2.82,0.37,0.011,0.058,5.6,1,0.4,13.1,1.07,1.3,0.4,4,0.38,48.6,41,0.92,0.8,0.65,0.1,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIQUINHO,FJG92/047,5906,0.376,1891.3,18.63,30,70.94,2.25,150.6,0.69,21.98,28100,2.95,0.28,0.024,5,24.6,10,0.3,1.6,0.1524,1.7,10,2.21,0.23,0.01,0.024,1.6,0.3,1.9,6.8,0.84,0.5,0.2,4.2,0.15,21.5,28,0.78,1,0.25,0.13,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
