Body,Sample,Co_ppm,Ni_ppm,Al_pct,Ti_pct,S_ppm,Au_ppb,Ag_ppm,As_ppm,Bi_ppm,Cu_ppm,Pb_ppm,Zn_ppm,Sn_ppm,Sr_ppm,Th_ppm,Be_ppm,Tl_ppm,U_ppm,W_ppm,Y_ppm,Zr_ppm,Cs_ppm,Ga_ppm,Hf_ppm,In_ppm,Rb_ppm,Re_ppm,Mg_pct,Mn_pct,Mo_ppm,Nb_ppm,Sb_ppm,Sc_ppm,Ta_ppm,Te_ppm,V_ppm,Ca_pct,K_pct,La_ppm,Li_ppm,Na_pct,P_pct,Se_ppm,Ba_ppm,Cd_ppm,Fe_pct,Cr_ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/291,3.6,20.3,0.48,0.02,2500,85,0.056,53.3,0.58,36.25,2.29,214.9,2.4,111,0.5,0.5,0.07,0.1,0.2,5.3,7.4,5.2,3.78,0.18,0.16,7.4,0.001,0.67,0.1293,1.04,0.7,0.19,1.3,0.05,0.1,9,4.14,0.08,3.3,1.5,0.018,0.03,0.15,18,0.28,34.14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/292,6,39.8,0.74,0.032,2900,60,0.052,78.6,0.42,45.29,1.31,306.4,3.3,111,0.9,0.5,0.21,0.2,0.3,5.5,11.5,11.4,4.75,0.28,0.25,18.3,0.001,0.91,0.1462,1.3,0.98,0.28,1.8,0.05,0.09,12,2.59,0.19,4.7,2.2,0.022,0.033,0.4,28,0.28,32.09,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/293,5,24.1,0.48,0.022,2000,75,0.055,9.8,0.43,35.44,2.06,248.9,2.4,111,0.5,0.5,0.025,0.2,0.2,4.8,7.3,3.8,4.15,0.15,0.15,5.2,0.001,0.9,0.1304,1.14,0.61,0.19,1.2,0.05,0.025,8,3.8,0.05,2.3,1.6,0.016,0.031,0.6,14,0.36,35.37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/294,8.4,52.1,0.81,0.036,1500,251,0.076,174,1.26,32.19,1.95,327.4,2.4,111,0.6,0.5,0.1,0.2,0.3,5.4,12.4,5.2,5.62,0.34,0.31,9.5,0.003,1.47,0.24,1.04,0.92,0.29,2.1,0.05,0.19,13,3.25,0.1,2.8,1.6,0.02,0.038,0.7,35,0.36,32.25,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/295,13.5,51,1.22,0.132,1900,97,0.068,159.2,0.61,39.17,2.69,286.5,2.2,111,0.9,1,0.06,0.2,0.4,7.4,24.8,4.3,7.22,0.66,0.31,7.1,0.002,1.34,0.2543,1.21,1.81,0.23,3.9,0.1,0.49,36,4.77,0.08,5.3,2.1,0.017,0.043,0.5,29,0.43,29.56,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/305,7.7,32.2,0.84,0.076,1900,41,0.046,1.6,0.23,45.54,1.73,270.2,3.2,111,0.7,0.5,0.07,0.2,0.3,5.9,14,3.2,4.5,0.36,0.25,6,0.001,0.98,0.1654,0.84,1.28,0.2,2.5,0.05,0.025,22,1.97,0.06,4.7,2,0.028,0.042,0.6,33,0.35,36.16,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/306,7.2,49.7,1.42,0.047,3200,231,0.077,91.3,0.84,86.52,2.53,375.8,3.9,111,1.1,1,0.63,0.2,0.3,6.8,17.9,16.2,6.92,0.5,0.34,37.8,0.001,1.17,0.1866,1.11,1.3,0.23,3.2,0.05,0.16,31,3.05,0.38,5.2,3.2,0.021,0.032,1.1,119,0.51,31.98,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/307,16.9,90.3,1.65,0.074,4600,246,0.096,36,1.35,155.83,2.45,610,3.9,111,1.8,0.5,0.54,0.5,0.4,6.5,23.3,16.4,13.51,0.63,0.52,39,0.003,1.29,0.1926,1.31,1.5,0.31,3.9,0.1,0.3,34,2.72,0.42,6.6,3.4,0.021,0.035,1.6,163,0.53,31.86,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/308,13.6,58.8,1.18,0.052,5900,147,0.079,108.5,0.77,170.49,1.97,591.4,2.6,111,1,0.5,0.21,0.3,0.8,6.6,19.7,8.1,7.03,0.45,0.45,16.3,0.003,1.23,0.2177,1.22,1.25,0.24,2.7,0.05,0.16,20,3.84,0.18,4.9,2.2,0.018,0.032,1.5,82,0.62,28.08,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG88/176,12.8,67.3,2.09,0.138,18300,2710,0.412,4.5,8.67,310.48,5.08,273.5,2.9,111,1.3,1,1.67,0.3,13.3,5.2,19.4,49.7,8.07,0.41,0.34,113.4,0.004,2.89,0.1771,0.63,1.7,0.12,7,0.1,0.78,53,1.46,1.48,5.2,13.2,0.085,0.035,1.4,86,0.29,24.99,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG88/177,16.9,120.9,3.82,0.165,15100,3256,0.464,2,9.87,251.87,7.27,330.1,4,111,3,2,2.81,0.8,0.5,8.4,34.1,100.5,12.44,0.94,0.39,200.3,0.008,3.2,0.1395,1.06,3.18,0.12,10.1,0.3,0.41,63,1.68,2.61,11.9,17.8,0.121,0.039,0.7,221,0.29,22.2,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG88/178,6.5,47.4,2.03,0.096,12500,1486,0.442,6.1,4.42,202.44,4.78,339.8,2.4,111,1.3,0.5,1.47,0.4,200,6.7,19.1,55.3,9.35,0.39,0.34,106.1,0.004,3.07,0.1705,0.32,2.05,0.12,5.5,0.2,0.65,39,1.89,1.17,5.2,7.8,0.116,0.034,1.6,106,0.49,26.81,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/233,7.6,29.5,0.7,0.04,3700,127,0.041,2.5,0.56,30.14,2.35,147,1.7,111,0.5,0.5,0.45,0.1,0.3,4.1,6.4,13.1,2.85,0.15,0.09,31.7,0.001,1.28,0.1353,0.27,0.69,0.16,2.3,0.05,0.08,16,1.98,0.34,2.6,3.8,0.018,0.036,0.15,23,0.22,29.12,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/236,8.8,41,0.8,0.032,2000,439,0.085,632.2,0.93,9.15,2.46,219,1.7,111,0.6,0.5,0.5,0.2,1.3,4.4,8.6,16.7,4.58,0.23,0.16,31.4,0.001,1.04,0.1003,0.29,0.72,0.22,1.9,0.05,0.07,14,2.2,0.32,2.9,3.1,0.091,0.038,0.15,34,0.27,31.78,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/242,12.9,71.8,2.24,0.088,7200,1069,0.206,1938,3.04,65.31,2.92,330,2.8,111,1.7,0.5,0.61,0.5,0.2,6.6,24.9,30.7,9.76,0.67,0.42,47.5,0.001,1.63,0.2377,0.9,2.06,0.54,4.9,0.2,0.2,34,2.59,0.57,6.3,8.2,0.116,0.031,0.5,65,0.41,27.2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/243,13.9,96.3,2.27,0.098,5800,618,0.096,1572.8,2.14,51.7,2.67,471.6,2.6,111,1.8,1,0.51,0.5,0.3,6.3,27.5,27.6,9.93,0.64,0.47,42.1,0.003,1.57,0.2168,1.24,2.26,0.43,5.3,0.2,0.14,36,2.1,0.51,7.7,9.7,0.123,0.032,0.5,68,0.38,25.67,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/244,14.8,80.1,1.58,0.068,4800,504,0.086,3473.2,1.67,27.87,3.01,486.5,2.6,111,1.5,0.5,0.26,0.4,0.2,6.3,17.5,17.2,6.83,0.53,0.32,23.7,0.001,1.56,0.2484,1.15,1.41,0.85,4.3,0.1,0.19,26,3.18,0.28,6.2,5.8,0.088,0.034,0.5,41,0.42,28.49,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/245,11.2,49.7,1.14,0.05,1900,326,0.045,1210.1,1.3,8.04,3.07,320.1,2.3,111,1,0.5,0.1,0.3,0.3,6,13.7,11.4,6.06,0.38,0.2,13.6,0.001,1.15,0.2186,0.62,1.07,0.68,3,0.05,0.2,20,3.09,0.14,5,3.2,0.058,0.036,0.3,22,0.52,27.43,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/246,15.3,92.7,2.48,0.099,1900,245,0.051,1609.2,1.03,7.36,2.26,477.8,2.8,111,2.4,0.5,0.38,0.5,27.3,6.6,24.3,23.3,8.34,0.68,0.22,34.2,0.001,1.73,0.1965,1.1,2.37,0.53,6.2,0.2,0.23,38,1.37,0.41,8.9,8.9,0.051,0.034,0.4,55,0.37,25.02,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/247,10.9,51.9,1.19,0.049,1600,81,0.063,760.2,0.54,19.69,2.63,432.4,2.8,111,0.9,0.5,0.09,0.3,0.4,5.6,16.3,12.4,7.51,0.41,0.25,13,0.001,0.98,0.194,0.76,1.23,0.39,2.6,0.05,0.14,19,2.93,0.14,3.2,3.4,0.034,0.035,0.4,21,0.42,30.68,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/249,12.2,80.3,1.91,0.086,2700,137,0.075,1698.9,0.6,26.19,2.35,303.2,3,111,1.5,0.5,0.3,0.4,0.5,5.9,21,27.7,8.79,0.59,0.46,34.5,0.001,1.35,0.1915,1.1,1.75,0.51,4.7,0.1,0.11,36,2.36,0.41,6.5,6.2,0.046,0.033,0.5,48,0.38,30.52,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/251,9.8,55.8,1.34,0.058,4800,695,0.079,5198.1,3.11,9.36,3.12,237.4,2.5,111,1.4,0.5,0.16,0.3,7.3,6.6,18.2,18.2,5.63,0.45,0.4,21.8,0.001,1.22,0.2268,0.6,1.48,1.17,3.3,0.1,0.42,23,3.37,0.26,5.5,4.4,0.064,0.038,0.5,34,0.38,29.46,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/252,11.3,52.4,1.18,0.055,3500,323,0.077,1312.8,1.3,37.52,2.43,202.8,2.9,111,1.2,0.5,0.18,0.3,0.3,6.3,17,25.7,5.92,0.45,0.43,28.9,0.001,0.96,0.1614,0.61,1.24,0.48,3.4,0.1,0.18,23,2.43,0.33,8.1,3.6,0.096,0.048,0.15,42,0.34,29.92,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/253,13.5,57.7,1.16,0.049,2700,263,0.054,3312,1.54,8.49,2.91,266.4,2.9,111,1,0.5,0.18,0.3,1.1,7.1,15,17.9,5.46,0.4,0.35,20.7,0.003,1.1,0.2085,0.76,1.28,0.69,2.8,0.05,0.09,21,3.43,0.2,4.6,3.8,0.062,0.042,0.15,30,0.39,30.51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/254,10.2,66.6,1.88,0.083,2500,154,0.05,2551.7,0.76,13.83,2.54,346.4,2.9,111,1.6,0.5,0.3,0.5,6.3,5.9,21.9,25,8.17,0.63,0.48,33,0.001,1.37,0.1818,1.17,1.76,0.58,4.3,0.1,0.15,34,2.07,0.4,5.9,6.8,0.106,0.036,0.7,46,0.35,27.64,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/255,13.3,63.8,1.33,0.059,2000,58,0.058,794.6,0.39,33.14,2.8,391.6,3.2,111,1.1,0.5,0.17,0.3,0.4,5.9,16.2,27.5,6.71,0.41,0.37,31.1,0.001,1.12,0.2048,0.95,1.35,0.37,3.3,0.05,0.16,24,2.7,0.34,4.8,4.2,0.146,0.032,0.4,51,0.39,31.71,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/257,10.4,61.5,1.64,0.065,1500,73,0.062,371.6,0.56,27.9,2.79,402.1,3.4,111,1.3,1,0.22,0.4,0.5,6.8,21.5,30.7,7.33,0.57,0.28,33.5,0.001,1.15,0.1928,1.03,1.73,0.34,3.5,0.1,0.15,25,2.43,0.35,5.8,4.6,0.211,0.033,0.5,56,0.42,30,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/258,17.2,95.7,2.36,0.1,2600,52,0.071,2028.5,0.6,22.66,3.95,415.7,3.6,111,1.8,1,0.34,0.5,86.2,6.7,25.1,30.1,7.9,0.64,0.18,36.9,0.001,1.45,0.2014,1.18,2.26,0.81,5.3,0.2,0.31,37,2.6,0.42,6.6,7.3,0.207,0.033,0.5,63,0.47,29.81,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/259,28.9,93.2,1.53,0.074,8000,122,0.073,6366.4,1.51,44.5,4.43,424.1,2,111,1.7,0.5,0.15,0.4,46.7,7.4,20,16.1,6.18,0.55,0.17,19.8,0.004,1.5,0.2157,0.9,1.83,1.82,4,0.2,1.04,29,3.83,0.21,6.8,5.5,0.131,0.042,1.8,30,0.57,27.63,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/261,10.2,66.1,1.2,0.048,2500,38,0.069,659.3,0.26,36.84,3.01,345.6,2.3,111,0.9,0.5,0.13,0.3,10.7,5.9,12.8,20.4,6.36,0.33,0.23,22.1,0.001,1.11,0.1948,1.17,0.95,0.38,2.7,0.05,0.24,22,2.79,0.24,3.4,3,0.272,0.035,0.6,40,0.37,29.99,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/262,15.1,89.1,1.61,0.066,2900,99,0.067,638.8,0.67,37.41,3.74,393.2,3.7,111,1.4,0.5,0.19,0.4,0.4,6.2,17.3,23.6,5.93,0.45,0.39,26.9,0.001,1.34,0.248,0.95,1.56,0.39,3.9,0.1,0.29,23,3.61,0.3,5.5,4.4,0.302,0.033,0.5,53,0.55,27.38,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/263,9.4,67.1,2.02,0.08,4900,119,0.082,957.7,0.92,61.64,3.51,423.2,3.7,111,1.7,0.5,0.25,0.4,0.5,6.2,22.1,27.6,8.01,0.59,0.52,32.9,0.001,1.38,0.2143,1.1,1.87,0.47,4,0.1,0.31,29,2.68,0.4,6.7,6.1,0.349,0.034,0.6,72,0.44,28.08,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/264,14.2,94.4,2.31,0.097,5700,338,0.112,1651,2.66,74.43,3.27,374.6,3.2,111,1.9,1,0.24,0.6,1.5,7.6,26.2,18.9,8.65,0.68,0.27,23.7,0.004,1.52,0.1926,2.05,2.27,0.61,5.7,0.2,0.43,37,3.32,0.28,6.5,6.7,0.224,0.034,0.9,52,0.55,26.16,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/113,15.6,95.9,1.86,0.092,3400,324,0.083,15.4,1.28,40.83,2.6,290.6,1.7,111,1.8,0.5,0.61,0.5,0.3,6.8,19.1,35,7.05,0.56,0.36,52.5,0.002,2.38,0.1492,1.31,1.63,0.17,5.1,0.1,0.26,33,1.49,0.65,7.5,7.2,0.04,0.04,0.8,99,0.31,24.97,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/114,8.5,48.2,1.14,0.051,2900,545,0.083,4.1,1.55,28.43,2.08,265.5,1.6,111,1,0.5,0.37,0.3,0.4,5.2,10.4,21.6,4.93,0.28,0.26,32.7,0.001,1.82,0.1082,0.4,0.94,0.21,3.1,0.05,0.21,20,1.72,0.38,3.9,3.9,0.041,0.038,0.3,64,0.26,27.37,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/116,11.7,57.5,1.21,0.053,3100,481,0.106,602.1,2.41,18.98,2.11,318.5,2.6,111,1.1,0.5,0.53,0.3,0.7,5.8,12.1,36.1,7.22,0.32,0.24,54.4,0.003,1.56,0.1433,0.44,1.11,0.48,3.2,0.05,0.23,21,2.4,0.53,4.4,4.1,0.065,0.037,0.15,69,0.36,29.78,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/117,7.5,44.9,0.81,0.036,5300,628,0.145,197.2,1.7,41.9,2.02,275.3,2.7,111,0.6,0.5,0.3,0.2,0.5,5.3,8.3,30.2,7.23,0.21,0.26,38.5,0.001,1.15,0.1703,0.25,0.67,0.42,2,0.05,0.1,13,3.31,0.33,3.6,1.7,0.056,0.035,0.15,40,0.39,29.66,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/119,20.2,51,1.48,0.061,30400,6284,0.661,224.8,18.5,344.92,6.28,285.5,2.2,111,1.1,0.5,0.66,0.3,0.5,6,13.8,42.9,7.65,0.46,0.26,68.9,0.003,1.51,0.2179,0.88,1.44,0.91,3.3,0.1,0.49,24,3.65,0.64,4.8,3.5,0.066,0.035,0.6,75,0.63,24.57,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/122,15,84.5,2.6,0.107,1700,81,0.048,140.6,0.29,28.1,1.89,532.4,2.8,111,2.1,0.5,0.31,0.6,0.3,7.4,27.6,26.4,9.81,0.75,0.41,38.2,0.001,1.73,0.2146,1.19,2.14,0.32,5.8,0.2,0.15,38,2.75,0.4,7.4,5.6,0.036,0.031,0.4,72,0.41,27.65,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/124,13.5,61.9,1.32,0.057,1600,67,0.041,196.6,0.37,28.75,1.56,221.5,3.4,111,1.3,0.5,0.09,0.3,0.4,7.6,14.5,22.6,7.88,0.37,0.49,23,0.001,1.11,0.1696,0.98,1.26,0.48,3.1,0.05,0.11,21,4.18,0.19,9.5,2.4,0.053,0.034,0.4,30,0.26,29.97,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/125,9.3,54.9,1.31,0.058,2600,54,0.038,44.9,0.29,36.96,1.51,214.2,3.6,111,1.1,0.5,0.11,0.3,0.4,7.8,14.4,21.2,6.67,0.36,0.42,24.2,0.004,1.19,0.1761,0.85,1.3,0.39,3.3,0.05,0.24,22,3.7,0.21,7.8,2.1,0.046,0.033,0.15,37,0.26,29,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/126,27.3,63.4,1.87,0.046,32100,991,0.295,238,3.72,578.96,4.66,244,1.9,111,0.7,0.5,0.21,0.2,0.4,9.1,10,17.8,7.32,0.24,0.37,25.5,0.001,1.17,0.1406,1.03,1,0.53,2.9,0.05,0.34,26,4.12,0.26,6.3,3.5,0.029,0.065,0.4,32,0.34,29.01,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/127,7.1,26,0.77,0.033,6400,184,0.091,458.1,0.5,58.67,1.9,76.6,2.1,111,0.7,0.5,0.08,0.2,1.2,14.2,8.9,12.6,3.4,0.23,0.16,14.2,0.001,0.46,0.1456,0.67,0.72,0.34,1.8,0.05,0.29,12,7.15,0.12,21.5,1.4,0.025,0.034,0.15,14,0.17,25.34,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG105/185,11,31.7,0.35,0.014,28400,4183,0.8,1,13.7,174.28,8.61,97.7,1.3,11,0.4,0.5,0.17,0.1,0.4,3.1,4.2,14.6,4.94,0.09,0.15,21.7,0.001,0.54,0.0562,0.79,0.53,0.43,0.5,0.05,0.86,9,2.17,0.19,2,0.4,0.036,0.029,0.15,22,0.27,36.28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG109/171,9.9,52.5,1,0.044,60500,6527,1.499,56.3,41.26,653.34,7.98,113.9,1.8,11,0.9,0.5,0.87,0.2,0.2,4.8,10.8,35.9,4.36,0.28,0.17,59.1,0.001,0.91,0.0967,0.5,1.06,0.31,2.7,0.05,0.4,17,2.56,0.63,3.8,3.9,0.07,0.03,0.5,36,0.58,25.55,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG109/172,6.7,35.2,0.67,0.028,43100,2810,0.976,2.2,31.55,484.62,6.38,118.7,1.4,11,0.5,0.5,0.4,0.1,0.2,8.6,5.9,19.7,5.92,0.18,0.21,31,0.002,1.06,0.1018,0.34,0.59,0.26,1.9,0.05,1.1,12,3.66,0.34,4.5,2.8,0.062,0.04,0.6,32,0.55,24.53,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/218,22.7,104.4,1.07,0.036,75100,11400,2.385,38.4,32.53,735.18,5.62,79.5,1.5,11,0.7,0.5,0.91,0.1,0.7,4.2,8.4,22.7,4.2,0.18,0.11,61.5,0.005,1.07,0.0783,0.47,0.91,0.17,2,0.05,1.05,17,2.54,0.57,2.9,4.3,0.012,0.033,0.6,36,0.35,31.49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
