Body,Sample,Co_ppm,Ni_ppm,Al_pct,Ti_pct,S_ppm,Au_ppb,Ag_ppm,As_ppm,Bi_ppm,Cu_ppm,Pb_ppm,Zn_ppm,Sn_ppm,Sr_ppm,Th_ppm,Be_ppm,Tl_ppm,U_ppm,W_ppm,Y_ppm,Zr_ppm,Cs_ppm,Ga_ppm,Hf_ppm,In_ppm,Rb_ppm,Re_ppm,Mg_pct,Mn_pct,Mo_ppm,Nb_ppm,Sb_ppm,Sc_ppm,Ta_ppm,Te_ppm,V_ppm,Ca_pct,K_pct,La_ppm,Li_ppm,Na_pct,P_pct,Se_ppm,Ba_ppm,Cd_ppm,Fe_pct,Cr_ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/222,3.4,24.6,0.49,0.022,16800,3578,0.863,4.2,8.35,123.67,2.78,148.2,2.5,11,0.4,0.5,0.39,0.1,0.6,4.3,5.9,16.9,8.16,0.11,0.18,31.5,0.006,0.66,0.0887,0.48,0.6,0.29,1.1,0.05,0.37,9,2.59,0.29,2.4,1.8,0.023,0.032,0.4,28,0.39,34.05,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/228,12.8,74.1,2.15,0.086,65200,8310,4.512,163.7,44.62,452.42,7.73,247.2,3.7,11,1.9,1,1.68,0.4,0.7,5.1,25.9,63.8,8.74,0.63,0.21,126.5,0.006,1.39,0.0946,0.7,2.43,0.34,4.7,0.2,1.58,32,1.59,1.32,7.2,10.8,0.034,0.032,1,45,0.53,27.75,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/233,7.6,60.7,1.26,0.051,51500,7791,1.37,3.7,33.85,405.23,10.23,164.2,2.5,11,1.2,0.5,0.93,0.3,0.5,8,21.5,40.6,7.01,0.54,0.3,71,0.002,0.96,0.1701,0.52,1.64,0.19,2.6,0.1,1.5,17,3.54,0.8,6.6,5.7,0.086,0.04,0.15,51,0.96,22.85,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/234,10.9,83,1.56,0.062,65300,8538,1.847,48.6,35.04,611.6,10.12,153.6,3.3,11,1.3,1,1.27,0.3,0.7,7.3,20.5,46.5,7.87,0.52,0.31,94.6,0.002,0.99,0.1309,0.53,1.69,0.24,3,0.1,1.04,20,2.67,1.02,5.1,8.6,0.058,0.036,0.4,55,0.88,28.33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/236,13.1,100.7,1.57,0.075,74400,8877,1.31,12.7,47.4,761.14,11.55,126.9,2.7,11,1.5,1,1.28,0.4,0.9,6,17.7,46.9,8.18,0.45,0.29,95.2,0.001,1.05,0.1178,0.51,1.65,0.19,3.7,0.1,0.98,28,2.15,1.07,5.6,8,0.085,0.031,0.6,39,0.8,29.97,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/242,23.7,112.2,1.84,0.086,55600,9149,2.04,161.8,27.21,754.68,6.29,120.5,2.3,11,1.7,0.5,1.41,0.5,127.9,5.2,25,32.4,9.48,0.66,0.21,100.6,0.004,1.34,0.1251,0.96,2.19,0.55,4.6,0.2,0.36,32,2.43,1.05,7.2,14.4,0.014,0.028,0.7,52,0.47,28.9,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/243,29.1,154.2,1.37,0.073,82900,5107,2.048,94.7,25.03,1092.56,5.8,75,1.8,11,2,0.5,1.16,0.4,0.5,4.7,25.6,26.4,5,0.72,0.15,82.8,0.001,1.1,0.1203,0.57,1.53,0.29,3.9,0.1,0.27,23,2,0.87,7,10.3,0.005,0.035,0.7,31,0.43,31.28,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/245,44.3,128.6,1.67,0.079,86700,7775,2.264,1122.8,38.2,978.87,6.06,101.3,2.7,11,1.5,0.5,1.47,0.4,8.6,6.1,20.5,25.6,9.21,0.59,0.2,89.4,0.003,1.2,0.15,0.85,1.86,0.72,4.3,0.1,1.22,27,2.91,0.98,7.5,14.8,0.009,0.032,1.7,24,0.48,25.24,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/249,31.9,160.5,1.53,0.072,100000,6083,2.433,39.1,37.89,1282.1,4.08,89.4,2.2,11,1.7,0.5,1.13,0.5,0.7,4.4,18.3,24.1,7.3,0.53,0.12,79.4,0.001,1.22,0.1352,0.81,1.79,0.14,3.7,0.2,2.3,27,2.5,0.93,5.7,11.6,0.008,0.036,2.3,18,0.4,28.57,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG112/251,29.2,146.2,0.9,0.044,80800,7936,3.982,1.1,55.97,1075.97,4.99,77.3,1.7,11,0.8,0.5,0.7,0.2,0.3,5.1,9.9,17,7.72,0.3,0.09,46.8,0.006,0.65,0.117,0.61,1.27,0.16,2.2,0.05,3.39,16,3.01,0.53,3.3,5.1,0.012,0.034,1.6,32,0.32,28.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG115/195,12.9,81.5,0.35,0.012,88100.01,5194,3.12,1,31.25,1591.25,5.96,43.1,0.6,23,0.3,0.5,0.39,0.05,0.2,2.7,3.7,10.2,2.34,0.12,0.09,25.6,0.001,0.6,0.0746,0.36,0.41,0.11,0.8,0.05,1.88,8,1.74,0.25,4.1,2.5,0.004,0.029,0.15,17,0.43,28.85,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG115/197,7.2,44.8,0.54,0.018,55200,19300,2.577,2.4,74.9,884.75,6.46,105.7,0.6,27,0.4,0.5,0.46,0.1,0.1,3.8,5,15.4,2.73,0.14,0.18,32.7,0.003,0.92,0.116,0.37,0.67,0.12,1.3,0.05,1.67,9,2.06,0.35,1.6,2.9,0.039,0.029,0.15,25,0.53,21.54,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG119/193,22.7,87.7,0.6,0.028,82400,2371,1.811,149.5,20.01,2697.23,3.78,51.6,0.7,25,0.7,0.5,0.48,0.1,0.2,2.1,7.6,11.3,2.85,0.24,0.09,35.1,0.001,0.93,0.0726,0.83,0.62,0.24,1.7,0.05,0.66,11,1.36,0.37,2.2,3.2,0.006,0.025,0.6,26,0.39,25.65,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG119/194,18,82.7,0.87,0.047,74600,5116,1.171,3.4,33.86,1772.71,6.4,93.7,1.6,18,0.6,0.5,0.4,0.1,0.2,2.9,9,12.7,5.78,0.22,0.11,30.6,0.001,1.32,0.0813,0.59,0.95,0.12,2.3,0.05,1.33,18,1.72,0.35,2.5,2.3,0.007,0.028,0.7,28,0.36,29.95,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG119/197,57.5,176.5,1.3,0.054,93100.01,8775,1.852,4.8,45.83,2887.75,7.19,104.4,1.3,15,0.9,0.5,0.9,0.4,0.1,3.7,9.5,29.9,3.49,0.24,0.09,66.7,0.003,1.96,0.1133,0.35,1.15,0.15,2.9,0.05,2.43,20,1.8,0.82,4.7,3.7,0.015,0.029,0.6,12,0.38,27.49,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG119/198,81.3,211.1,1.01,0.043,86300,4371,1.215,55.8,25.81,2395.48,6.73,49.1,1.2,35,0.8,0.5,0.75,0.4,0.3,4,7.4,18.5,2.82,0.25,0.08,52,0.006,1.48,0.102,0.59,0.92,0.18,2.5,0.05,0.99,14,1.97,0.65,4.9,5.7,0.042,0.034,0.9,13,0.39,29.75,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG40/173,14.9,82.7,0.97,0.036,70200,9796,3.575,76.5,40.17,1533.55,6.4,82.1,1.6,111,0.8,0.5,0.84,0.2,1.5,3.2,9,21.6,6.09,0.2,0.18,59,0.001,1.14,0.1401,1.48,0.95,0.13,2,0.05,2.64,16,2.58,0.64,3.4,8.8,0.006,0.022,1.9,35,0.71,28.93,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG40/184,16.4,83.6,0.99,0.042,75000,3630,3.293,2,29.44,1606.63,9.73,65.7,2,111,1,0.5,0.73,0.2,0.8,3,10.7,20.9,4.66,0.24,0.11,54.2,0.003,1.29,0.0996,2.03,1.13,0.23,2.5,0.1,2.38,19,1.88,0.62,3.2,13.7,0.013,0.028,1.9,42,0.48,27.4,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG40/187,3.1,18,0.58,0.023,5400,7451,0.371,2.4,15.45,73.83,3.68,115.3,1.9,111,0.5,0.5,0.47,0.2,0.6,3.6,5.1,13.9,7.91,0.13,0.23,32.6,0.001,0.86,0.0731,0.75,0.55,0.24,1.3,0.05,0.18,11,1.87,0.36,2.7,1.9,0.029,0.033,0.3,26,0.29,34.69,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG40/189,9,53.6,0.62,0.023,40400,9900,3.193,1.7,42.33,714.48,5.99,76.5,1.6,111,0.6,0.5,0.64,0.1,0.3,3.4,5.9,18.5,10.51,0.19,0.18,43.6,0.003,0.77,0.0943,1.5,0.69,0.24,1.4,0.05,1.31,12,1.99,0.42,2.3,2.8,0.002,0.03,0.5,29,0.43,27.27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG40/190,3.6,22.4,0.37,0.014,9500,2424,0.569,3.9,6.69,134.55,3.04,96.8,1.6,111,0.3,0.5,0.32,0.1,0.2,3.1,3.6,10,7.14,0.1,0.17,21.8,0.001,0.58,0.0577,0.63,0.45,0.2,0.7,0.05,0.08,8,1.91,0.21,1.5,1.6,0.004,0.028,0.5,19,0.3,34.66,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG47/128,13,70.1,1.17,0.042,62100,10700,1.147,79,42.76,947.16,5.65,117.3,1.8,111,0.8,0.5,1.05,0.2,0.3,3.2,9.8,27.5,6.75,0.3,0.17,67.5,0.005,1.38,0.1164,1.01,1.41,0.48,3.1,0.05,0.71,24,2.22,0.73,4.8,7.7,0.007,0.026,2.5,34,0.43,25.95,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG47/132,14.6,92.5,0.71,0.032,79000,3040,1.685,21.6,26.84,1054.28,5.45,53.8,1.2,111,0.7,0.5,0.49,0.1,0.2,2.9,7.3,11.6,2.77,0.27,0.13,33.5,0.001,1.01,0.1274,1.37,0.64,0.16,2.1,0.05,1.42,17,2.15,0.43,3,5.3,0.007,0.038,1,30,0.59,29.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG47/139,18.2,105.5,1.47,0.051,85800,35600,3.258,1.8,68.91,1569.81,11.3,68.9,2.4,111,1.1,0.5,0.96,0.3,0.5,5.8,17.4,22.5,9.59,0.39,0.16,59.7,0.001,1.06,0.0805,1.29,1.54,0.19,3.1,0.1,3.6,27,2.8,0.85,5.1,14.5,0.008,0.032,2.2,26,0.3,27.54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG47/141,16.4,112.1,1.29,0.047,74800,3801,1.935,2.1,18.93,1456.45,8.01,56.3,1.6,111,1,0.5,0.69,0.2,0.2,4.9,12,16.6,5.28,0.31,0.1,54.4,0.001,0.93,0.0786,1.11,1.14,0.12,3.1,0.05,1.09,26,2.26,0.77,4.1,11.8,0.014,0.025,1.3,37,0.36,28.37,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG47/145,14.5,75.8,1.44,0.058,62000,7443,1.973,1.5,27.84,1213.27,5.3,73.7,1.9,111,1.5,0.5,1.04,0.4,0.5,6.8,18,26.5,6.63,0.56,0.2,65.6,0.004,1.1,0.1861,1.11,1.63,0.11,3.8,0.1,2.76,25,5.09,0.85,8.9,11.8,0.01,0.03,0.9,46,0.37,22.31,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG47/147,33.2,164.1,0.61,0.022,82700.01,2852,1.634,16.7,16.55,1892.58,4.56,34.1,0.7,111,0.4,1,0.33,0.05,0.5,3.7,7,10.8,2.8,0.21,0.09,22.8,0.001,0.67,0.0936,0.75,0.54,0.21,1.8,0.05,0.46,15,2.42,0.23,3.2,2.1,0.008,0.034,1.7,13,0.19,32.46,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG84/209,17.2,86.4,1.68,0.07,53100,10700,1.71,3.7,38.35,365,5.7,199.3,2.4,111,1.5,2,1.79,0.3,0.3,4.1,16.2,45.3,7.02,0.46,0.22,111.3,0.001,1.75,0.0999,0.92,1.64,0.14,3.6,0.1,1.34,32,1.38,1.12,5.5,16.6,0.012,0.035,0.9,73,0.45,27.11,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG84/212,5.5,28.3,0.41,0.017,20400,3318,0.522,4.7,9.07,153.32,3.56,119,1.2,111,0.3,0.5,0.35,0.1,4,4.3,3.7,10.6,3.34,0.07,0.12,24,0.001,0.88,0.0914,0.91,0.39,0.22,1.1,0.05,0.43,8,2.63,0.27,1.9,1.8,0.025,0.029,0.5,18,0.34,32.25,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG84/214,10.4,74.5,1.11,0.044,80100,6888,2.329,3.5,53.15,1259.48,7.69,70,1.3,111,0.9,1,0.99,0.2,0.5,4.5,12,24.2,4.82,0.37,0.18,60.1,0.008,1.21,0.1349,0.98,0.9,0.1,2.9,0.05,0.86,22,3.26,0.74,3.9,10.4,0.04,0.034,0.7,33,0.56,28.69,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG84/215,5.8,36.2,2.45,0.079,40900,7294,1.758,3.4,38.22,460.64,6.99,200,2.5,111,1.7,1,2.31,0.4,0.7,5.2,23.1,75.8,9.78,0.76,0.36,156.4,0.004,1.51,0.1325,0.97,2,0.14,4.5,0.2,1.14,35,2.09,1.84,6.1,21.4,0.121,0.025,0.5,51,0.42,21.83,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/217,13,77,0.53,0.034,88100.01,2151,2.613,1.8,27.03,1219.88,5.54,47.2,0.7,111,0.4,0.5,0.44,0.05,0.4,3.1,5.9,11.4,2.15,0.14,0.12,32,0.005,0.94,0.0851,0.87,0.51,0.07,1.9,0.05,1.49,12,2.24,0.37,2.7,4.5,0.01,0.033,1.6,31,0.62,30.58,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/218,13.2,81.6,0.31,0.014,100000,3166,3.14,3,17.5,1351.1,6.32,34.1,0.4,111,0.4,0.5,0.24,0.05,0.2,4.4,3.4,6.6,1.33,0.12,0.09,16.3,0.004,0.9,0.1084,0.78,0.41,0.06,1.4,0.05,2.02,6,3.73,0.19,4.1,2.2,0.006,0.043,4,14,0.62,31.61,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/219,3.2,19.8,0.37,0.015,16300,4071,0.84,2.5,9.48,283.26,4.03,88.5,1.3,111,0.3,0.5,0.31,0.05,0.2,4.5,2.9,8.8,3.9,0.11,0.12,21.4,0.002,0.49,0.0593,0.61,0.4,0.19,1.1,0.05,0.29,7,2.57,0.2,4,1.6,0.007,0.03,0.15,15,0.38,34.58,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/223,11.2,69.6,0.49,0.016,69600,7164,1.388,1.7,40.48,1474.63,6.5,70.6,0.8,111,0.4,0.5,0.47,0.1,0.2,3.6,3.4,11.1,4.54,0.09,0.1,29.9,0.001,0.78,0.1026,0.73,0.52,0.08,1.2,0.05,1.06,10,2.63,0.32,2.9,2.8,0.007,0.029,1,16,0.58,29.29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/224,6.5,42.9,0.5,0.022,50900,26400,2.073,2.4,85.27,1137.02,5.9,94.2,1.1,111,0.4,0.5,0.56,0.1,0.1,5.1,4.8,12.9,5.27,0.15,0.16,33.9,0.001,0.89,0.1508,0.56,0.58,0.15,1.5,0.05,1.44,8,3.78,0.36,4,2.6,0.007,0.031,0.6,20,0.62,26.05,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/225,16.3,64.5,1.52,0.068,58900,38900,2.805,221.2,112.79,1582.11,8.75,150.1,2.6,111,1.5,0.5,1.52,0.3,0.3,5.8,16.2,40.9,5.62,0.47,0.23,92.3,0.001,1.26,0.1802,0.94,1.6,0.37,3.6,0.1,1.31,23,3.12,1.13,5.8,10.5,0.036,0.03,0.5,69,0.81,24.14,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/226,14.9,57.8,2.35,0.096,61500,11600,1.345,192.6,45.49,890.34,8.74,196.3,3.3,111,2.4,2,2.5,0.6,0.4,5,24,68.8,9.4,0.68,0.29,149.3,0.001,1.78,0.1992,0.69,2.56,0.42,5.5,0.2,1.13,37,2.8,1.84,8.5,21.3,0.013,0.021,0.9,90,0.71,25.03,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/227,26.5,75.7,1.32,0.058,81400,15400,1.746,465.8,64.48,1420.42,8.27,94.8,1.9,111,1.5,0.5,1.16,0.3,0.5,4.2,17.3,28,5.52,0.46,0.19,77.1,0.006,1.11,0.154,0.57,1.67,0.96,3.1,0.1,1.94,23,3.03,0.86,5.7,12.9,0.036,0.029,1.5,52,0.65,26.75,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/235,18.4,91,0.97,0.051,73700,7843,2.288,8.8,36.66,1657.08,10.74,46.6,1.2,111,1.5,0.5,0.45,0.3,4,8.7,15.3,10.1,3.84,0.4,0.17,35.7,0.001,0.83,0.139,1.48,1.15,0.14,2.7,0.05,0.73,19,5.98,0.52,7.4,7.9,0.065,0.029,1.1,53,0.71,23.89,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/236,22.2,108.8,1.18,0.049,86899.99,7953,2.209,7.9,50.16,1931.09,8.36,55.7,1.4,111,1.2,0.5,0.78,0.3,4.5,7.4,12.7,18.7,4.9,0.34,0.17,53.1,0.002,0.85,0.0892,0.83,1.19,0.1,2.6,0.05,3.11,23,3.5,0.7,4.8,11.9,0.014,0.034,1.7,40,0.47,29.41,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG86/281,12.1,79.3,1.33,0.052,48500,15100,0.887,180,42.95,767.74,9.34,199.9,2.1,111,1.2,0.5,0.78,0.3,2.5,5.5,13.1,35.4,6.82,0.33,0.24,55.7,0.001,1.15,0.1402,1.78,1.32,0.69,3.1,0.05,0.45,22,3.49,0.59,3.9,3.4,0.042,0.028,1.2,52,0.48,23.17,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG88/179,24.8,82.3,0.79,0.036,85700,12200,2.27,435.7,43.13,1622.61,6.11,79.8,1.2,111,0.5,0.5,0.61,0.1,0.9,3.7,7.3,14.8,3.28,0.19,0.11,37.9,0.001,1.14,0.1284,1.03,0.79,0.58,1.9,0.05,0.92,15,2.55,0.41,3.8,4.3,0.013,0.032,1,29,0.6,28.89,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG88/182,18.4,84,0.91,0.037,91000,3504,2.093,8.7,25.6,1984.28,6.61,62.8,1.3,111,0.7,0.5,0.51,0.1,0.5,5,9.1,17.8,3.86,0.28,0.05,38.1,0.001,0.81,0.0861,1.93,0.71,0.13,2.1,0.05,1.26,17,3.56,0.44,3.6,3.3,0.042,0.033,0.7,33,0.57,29,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG88/183,17.1,75.5,0.79,0.027,88100.01,11100,2.727,5.6,46.49,1333.79,5.84,72.9,1.1,111,0.5,0.5,0.37,0.1,0.6,4.5,6,24.9,3.68,0.17,0.1,35.9,0.001,0.55,0.0736,1.42,0.81,0.25,1.6,0.05,2.31,13,4.27,0.34,3.4,4.1,0.045,0.028,0.7,29,0.54,29.03,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG90/238,14.1,72.6,1.66,0.064,75500,10300,1.951,780.1,46.03,1054.49,5.23,144.1,2.3,111,1.3,1,1.41,0.3,1.6,5.2,16.2,39.1,6.24,0.39,0.16,91.6,0.001,1.29,0.1509,0.56,1.61,0.76,3.7,0.05,2.21,24,2.26,1.03,6,8.8,0.041,0.023,0.8,63,0.47,24.38,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIMENTÃO,FJG92/118,14.4,70.2,1.13,0.055,67300,7832,0.947,90,28.18,809.29,9.44,197.5,1.5,111,0.9,0.5,0.65,0.3,0.6,5.8,12.4,32.7,4.32,0.32,0.17,59.2,0.002,1.31,0.1764,0.81,1.08,0.64,3,0.05,0.59,21,3.68,0.55,5.1,2.1,0.036,0.036,0.6,46,0.53,28.56,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
